variant,m,game,repeat,Bhat,true_loss,covered,tightness
Pi2,1500,0,37,0.6064441371162118,0.39840901505370474,1,1.5221646955816608
Pi2,1500,0,38,0.5526539058883668,0.39840901505370474,1,1.3871521100341322
Pi2,1500,0,39,0.5795374827531985,0.39840901505370474,1,1.454629440739633
Pi2,1500,0,40,0.5635972336823452,0.39840901505370474,1,1.4146196807478701
Pi2,1500,0,41,0.5396834874232719,0.39840901505370474,1,1.3545965754578209
Pi2,1500,0,42,0.5302634566371629,0.39840901505370474,1,1.3309524548928302
Pi2,1500,0,43,0.5730743059974475,0.39840901505370474,1,1.4384069746017123
Pi2,1500,0,44,0.6131969135176568,0.39840901505370474,1,1.539114052012601
Pi2,1500,0,45,0.5473371143283314,0.39840901505370474,1,1.3738070516666183
Pi2,1500,0,46,0.5271285707360306,0.39840901505370474,1,1.323083943431789
Pi2,1500,0,47,0.539550607543298,0.39840901505370474,1,1.354263049169627
Pi2,1500,0,48,0.5208840716137494,0.39840901505370474,1,1.3074103545160374
Pi2,1500,0,49,0.5726879220283931,0.39840901505370474,1,1.4374371572671265
Pi2,5000,0,0,0.502595651729576,0.39840901505370474,1,1.2615067248461411
Pi2,5000,0,1,0.44393715463350786,0.39840901505370474,1,1.1142748729560399
Pi2,5000,0,2,0.502417347078007,0.39840901505370474,1,1.2610591831369131
Pi2,5000,0,3,0.4802716234757992,0.39840901505370474,1,1.2054737853034263
Pi2,5000,0,4,0.4784839521089395,0.39840901505370474,1,1.200986759911647
Pi2,5000,0,5,0.4415740673927239,0.39840901505370474,1,1.1083435632931162
Pi2,5000,0,6,0.4758671239622676,0.39840901505370474,1,1.1944185647960843
Pi2,5000,0,7,0.47715945727782877,0.39840901505370474,1,1.1976622999193647
Pi2,5000,0,8,0.4893779175966233,0.39840901505370474,1,1.2283304320577588
Pi2,5000,0,9,0.49334876479348133,0.39840901505370474,1,1.2382971924643293
