game,base_ctilde,dec_marginal,dec_contribution,dec_random,dec_occupancy,marginal_wins,group,base_loss,new_loss,delta_loss,loss_increased,frac_marginal_wins,disagree_top1,disagree_top2,mean_dec_marginal,mean_dec_contribution,mean_dec_random,mean_dec_occupancy,viol_2a,frac_non_increase_2b,frac_rise_2c,counterex_2c,drift_count,drift_example
3.0,,,,,,,3,0.4258989418964242,0.42609168537229947,0.00019274347587527885,1.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42608344667833875,0.00018450478191456288,1.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42259143727719817,-0.0033075046192260205,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.4188961762256359,-0.00700276567078828,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.4258944934967371,-4.448399687106974e-06,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42273003051216523,-0.0031689113842589545,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42594484493299845,4.590303657425743e-05,1.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.44969232615795246,-0.0018667121978348522,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4517047233924963,0.0001456850367089757,1.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.45011800122334694,-0.0014410371324403703,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.44964916604267674,-0.0019098723131105722,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.44744514363178395,-0.004113894724003364,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.45159439381248967,3.535545670235729e-05,1.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4515969674281729,3.7929072385589624e-05,1.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4504369267677491,-0.0011221115880382104,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4494388272644436,-0.0021202110913436933,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.447887357736603,-0.0036716806191843254,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4495454791934685,-0.002013559162318823,0.0,,,,,,,,,,,,,
4.0,,,,,,,3,0.4515590383557873,0.4505560740253383,-0.0010029643304489966,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4441164841290699,-0.002560684625901366,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4465396883591763,-0.0001374803957949755,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44664198553174456,-3.518322322670908e-05,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44636103928963455,-0.00031612946533671193,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44665013402901843,-2.7034725952834737e-05,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4446295983901646,-0.0020475703648066834,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44673695376879197,5.978501382070123e-05,1.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4466905660839222,1.339732895094814e-05,1.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4474630360333613,0.0007858672783900289,1.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44683483097109544,0.00015766221612417697,1.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.4466191423504811,-5.8026404490152395e-05,0.0,,,,,,,,,,,,,
5.0,,,,,,,3,0.44667716875497127,0.44670251823027746,2.5349475306191138e-05,1.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4543615849554714,0.0002201382929188922,1.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.45414704372087755,5.59705832503532e-06,1.0,,,,,,,,,,,,,
