episode,t,agent,F,score
263,14,agent_0,1,0.37796783447265625
144,19,agent_0,1,0.37776851654052734
66,13,agent_2,1,0.37764978408813477
221,1,agent_0,1,0.37703895568847656
162,6,agent_2,1,0.3769187927246094
99,1,agent_2,1,0.3764209747314453
240,8,agent_0,1,0.37622833251953125
188,21,agent_2,1,0.3759481906890869
207,20,agent_0,1,0.3757133483886719
30,18,agent_2,1,0.3755311965942383
243,13,agent_1,1,0.3750429153442383
154,13,agent_1,1,0.37502002716064453
159,18,agent_1,1,0.37476682662963867
37,4,agent_1,1,0.37444114685058594
187,0,agent_1,1,0.3738288879394531
194,13,agent_0,1,0.37345361709594727
184,5,agent_1,1,0.3730182647705078
204,19,agent_2,1,0.37261962890625
169,6,agent_0,1,0.3725547790527344
166,1,agent_0,1,0.3725318908691406
297,5,agent_0,1,0.3712577819824219
112,16,agent_1,1,0.3711714744567871
211,21,agent_0,1,0.3707904815673828
230,8,agent_1,1,0.37042808532714844
81,8,agent_0,1,0.3703603744506836
12,18,agent_2,1,0.3702540397644043
159,7,agent_0,1,0.3702249526977539
262,9,agent_1,1,0.3694896697998047
257,8,agent_0,1,0.36946773529052734
218,12,agent_0,1,0.36929798126220703
285,11,agent_2,1,0.3689117431640625
192,17,agent_0,1,0.36878514289855957
216,13,agent_2,1,0.3685731887817383
109,7,agent_1,1,0.3685302734375
247,4,agent_2,1,0.3681449890136719
253,20,agent_0,1,0.36791086196899414
195,11,agent_2,1,0.36761474609375
144,12,agent_0,1,0.3674173355102539
277,21,agent_2,1,0.36725807189941406
271,23,agent_1,1,0.36715996265411377
238,14,agent_0,1,0.3671283721923828
299,20,agent_0,1,0.36705660820007324
228,1,agent_2,1,0.36665916442871094
231,19,agent_2,1,0.3665943145751953
272,7,agent_1,1,0.3663959503173828
14,5,agent_1,1,0.3660135269165039
136,0,agent_2,1,0.3657188415527344
45,12,agent_2,1,0.36553192138671875
293,18,agent_0,1,0.3654775619506836
38,0,agent_1,1,0.36472320556640625
82,9,agent_1,1,0.36443328857421875
156,13,agent_2,1,0.3643684387207031
6,6,agent_1,1,0.3640766143798828
157,3,agent_0,1,0.3639545440673828
280,11,agent_0,1,0.3637266159057617
191,14,agent_0,1,0.36348533630371094
195,19,agent_0,1,0.3631105422973633
38,14,agent_1,1,0.36144399642944336
291,14,agent_0,1,0.3614225387573242
84,22,agent_2,1,0.3605630397796631
257,2,agent_2,1,0.3604736328125
255,17,agent_1,1,0.3602333068847656
238,6,agent_2,1,0.36004638671875
0,13,agent_2,1,0.3599662780761719
213,21,agent_0,1,0.35968339443206787
258,12,agent_1,1,0.35961151123046875
281,13,agent_1,1,0.35953330993652344
278,23,agent_0,1,0.35909461975097656
104,7,agent_0,1,0.3586311340332031
29,5,agent_1,1,0.3582038879394531
150,13,agent_2,1,0.3578681945800781
257,10,agent_0,1,0.35725975036621094
241,21,agent_2,1,0.35720396041870117
37,6,agent_1,1,0.3563385009765625
217,11,agent_2,1,0.35573482513427734
215,13,agent_2,1,0.35555171966552734
293,17,agent_1,1,0.35543346405029297
38,14,agent_0,1,0.35528564453125
153,13,agent_2,1,0.3550434112548828
286,8,agent_2,1,0.3541717529296875
120,4,agent_0,1,0.35370922088623047
90,14,agent_2,1,0.3527641296386719
153,17,agent_0,1,0.3519277572631836
259,6,agent_1,1,0.35167503356933594
84,11,agent_0,1,0.3516120910644531
85,14,agent_1,1,0.35160064697265625
165,0,agent_1,1,0.35144615173339844
35,16,agent_0,1,0.35121822357177734
204,14,agent_1,1,0.3508749008178711
108,13,agent_1,1,0.35024499893188477
164,15,agent_1,1,0.34992456436157227
9,13,agent_2,1,0.34981822967529297
222,22,agent_2,1,0.34890198707580566
101,20,agent_1,1,0.3483257293701172
105,5,agent_1,1,0.3479156494140625
212,16,agent_0,1,0.34790611267089844
82,2,agent_0,1,0.34784507751464844
16,8,agent_1,1,0.3476676940917969
115,9,agent_0,1,0.3475685119628906
176,12,agent_1,1,0.34752464294433594
101,19,agent_2,1,0.347475528717041
262,5,agent_0,1,0.34662532806396484
211,20,agent_0,1,0.34621238708496094
92,20,agent_0,1,0.3458285331726074
43,17,agent_1,1,0.3457603454589844
183,18,agent_1,1,0.3455238342285156
294,6,agent_0,1,0.3449268341064453
276,20,agent_2,1,0.3448505401611328
46,15,agent_0,1,0.34481334686279297
109,12,agent_1,1,0.3447694778442383
210,3,agent_2,1,0.34471893310546875
58,14,agent_1,1,0.344573974609375
132,20,agent_1,1,0.3444056510925293
253,9,agent_1,1,0.34435558319091797
214,6,agent_0,1,0.3441505432128906
188,9,agent_1,1,0.3435850143432617
173,2,agent_2,1,0.3429603576660156
104,18,agent_0,1,0.3427572250366211
158,10,agent_1,1,0.342557430267334
1,21,agent_0,1,0.3425557613372803
99,11,agent_1,1,0.3420696258544922
76,11,agent_2,1,0.34192848205566406
284,2,agent_2,1,0.34174537658691406
80,8,agent_1,1,0.3409385681152344
57,4,agent_1,1,0.3404817581176758
31,20,agent_0,1,0.34014129638671875
194,16,agent_0,1,0.33983373641967773
99,1,agent_1,1,0.3396320343017578
267,0,agent_0,1,0.3393411636352539
39,5,agent_2,1,0.3387432098388672
92,4,agent_0,1,0.33854103088378906
170,6,agent_1,1,0.33851051330566406
86,9,agent_0,1,0.3384380340576172
32,18,agent_1,1,0.33781862258911133
167,13,agent_1,1,0.33763933181762695
67,13,agent_2,1,0.33701324462890625
272,17,agent_2,1,0.33697986602783203
3,12,agent_2,1,0.3369636535644531
56,5,agent_1,1,0.3361663818359375
60,11,agent_1,1,0.33615875244140625
263,9,agent_0,1,0.33600616455078125
96,10,agent_1,1,0.3354616165161133
267,18,agent_0,1,0.3354473114013672
204,21,agent_2,1,0.33544301986694336
142,2,agent_2,1,0.3353385925292969
10,7,agent_0,1,0.33518218994140625
40,14,agent_2,1,0.33464908599853516
224,19,agent_1,1,0.3341865539550781
106,19,agent_2,1,0.33377504348754883
239,14,agent_1,1,0.33339691162109375
115,22,agent_0,1,0.33333373069763184
163,23,agent_0,1,0.33333349227905273
198,22,agent_1,1,0.33333349227905273
173,20,agent_0,1,0.33333301544189453
263,22,agent_1,1,0.33333301544189453
263,23,agent_1,1,0.33333301544189453
107,21,agent_2,1,0.33333301544189453
219,22,agent_0,1,0.333332896232605
36,21,agent_2,1,0.33333277702331543
150,15,agent_2,1,0.3327822685241699
222,6,agent_1,1,0.332763671875
203,15,agent_2,1,0.3325958251953125
122,13,agent_2,1,0.33251285552978516
208,8,agent_2,1,0.33237266540527344
225,11,agent_2,1,0.3323659896850586
1,15,agent_1,1,0.332000732421875
78,18,agent_1,1,0.3318333625793457
157,2,agent_2,1,0.33182716369628906
3,13,agent_2,1,0.3317728042602539
87,16,agent_1,1,0.33153247833251953
261,8,agent_1,1,0.33133888244628906
86,13,agent_1,1,0.3306121826171875
220,20,agent_2,1,0.3305079936981201
211,14,agent_2,1,0.33036136627197266
16,8,agent_0,1,0.3302345275878906
35,14,agent_0,1,0.3301258087158203
221,8,agent_1,1,0.3297605514526367
209,2,agent_1,1,0.3296642303466797
106,20,agent_2,1,0.32903337478637695
284,11,agent_0,1,0.3287029266357422
258,11,agent_1,1,0.3286113739013672
67,20,agent_0,1,0.3275313377380371
35,18,agent_1,1,0.32730722427368164
178,20,agent_2,1,0.32713794708251953
130,6,agent_0,1,0.326934814453125
148,14,agent_2,1,0.3261747360229492
72,1,agent_2,1,0.3260211944580078
49,6,agent_2,1,0.3256664276123047
147,19,agent_2,1,0.32523345947265625
170,4,agent_2,1,0.32513427734375
120,19,agent_0,1,0.3249797821044922
265,10,agent_2,1,0.32486915588378906
173,21,agent_1,1,0.3244655132293701
223,23,agent_0,1,0.3237113952636719
290,6,agent_0,1,0.3233461380004883
258,10,agent_1,1,0.32306766510009766
95,14,agent_1,1,0.32304954528808594
128,6,agent_0,1,0.3228340148925781
22,8,agent_2,1,0.3228025436401367
255,13,agent_0,1,0.32259273529052734
157,11,agent_1,1,0.3222322463989258
14,13,agent_1,1,0.32205820083618164
212,18,agent_0,1,0.32143211364746094
137,8,agent_1,1,0.3214282989501953
179,13,agent_1,1,0.3212852478027344
266,14,agent_0,1,0.3211822509765625
164,17,agent_1,1,0.32111597061157227
162,0,agent_1,1,0.3202056884765625
266,7,agent_1,1,0.32013988494873047
139,4,agent_2,1,0.3197669982910156
136,6,agent_0,1,0.31971263885498047
266,3,agent_0,1,0.31970691680908203
198,20,agent_1,1,0.3195919990539551
259,9,agent_2,1,0.31951904296875
55,3,agent_0,1,0.31948375701904297
147,18,agent_2,1,0.3191714286804199
122,9,agent_0,1,0.3190345764160156
13,14,agent_0,1,0.3187522888183594
105,12,agent_1,1,0.3185305595397949
288,7,agent_1,1,0.31827354431152344
260,19,agent_0,1,0.3182530403137207
102,10,agent_2,1,0.31799888610839844
192,7,agent_0,1,0.3179464340209961
219,17,agent_1,1,0.3179292678833008
52,1,agent_0,1,0.317718505859375
184,3,agent_1,1,0.31740760803222656
161,8,agent_0,1,0.31641101837158203
24,2,agent_0,1,0.31623077392578125
104,19,agent_0,1,0.3157792091369629
88,18,agent_2,1,0.3153653144836426
53,16,agent_1,1,0.31531310081481934
100,21,agent_2,1,0.3146095275878906
36,7,agent_1,1,0.3144693374633789
46,21,agent_0,1,0.31421351432800293
278,21,agent_0,1,0.314164400100708
210,16,agent_0,1,0.31415700912475586
67,12,agent_1,1,0.3140830993652344
29,16,agent_1,1,0.3139629364013672
90,16,agent_2,1,0.3139305114746094
34,9,agent_2,1,0.31377220153808594
263,11,agent_0,1,0.3133983612060547
279,18,agent_2,1,0.31326866149902344
191,19,agent_0,1,0.31311750411987305
261,6,agent_2,1,0.31300830841064453
148,11,agent_1,1,0.3128976821899414
91,11,agent_2,1,0.31275177001953125
265,6,agent_1,1,0.3125324249267578
183,11,agent_1,1,0.31246280670166016
84,11,agent_1,1,0.31242847442626953
198,13,agent_0,1,0.31232643127441406
288,23,agent_1,1,0.3123180866241455
236,12,agent_1,1,0.3112974166870117
69,8,agent_1,1,0.31048011779785156
253,18,agent_1,1,0.31017017364501953
195,14,agent_2,1,0.30969715118408203
37,11,agent_1,1,0.30954551696777344
104,16,agent_0,1,0.3092384338378906
224,18,agent_1,1,0.30920934677124023
202,16,agent_1,1,0.3091087341308594
95,13,agent_2,1,0.3090944290161133
225,13,agent_2,1,0.30885982513427734
244,17,agent_0,1,0.3087434768676758
41,16,agent_0,1,0.3086843490600586
205,9,agent_0,1,0.3080263137817383
48,15,agent_0,1,0.30801868438720703
57,15,agent_0,1,0.3077430725097656
204,6,agent_0,1,0.30736732482910156
212,15,agent_0,1,0.3073301315307617
14,1,agent_1,1,0.3070335388183594
184,20,agent_1,1,0.3067655563354492
166,20,agent_1,1,0.3060154914855957
18,3,agent_2,1,0.3057384490966797
76,12,agent_1,1,0.3056659698486328
284,10,agent_0,1,0.3056507110595703
49,15,agent_1,1,0.30556583404541016
11,0,agent_0,1,0.30551910400390625
128,8,agent_0,1,0.3054161071777344
254,9,agent_2,1,0.3048572540283203
241,19,agent_1,1,0.3046708106994629
219,14,agent_2,1,0.30433225631713867
109,10,agent_0,1,0.30428504943847656
291,8,agent_1,1,0.30414581298828125
109,18,agent_1,1,0.30391693115234375
147,1,agent_2,1,0.3038063049316406
0,10,agent_1,1,0.3037548065185547
225,19,agent_0,1,0.30335521697998047
104,14,agent_0,1,0.30332183837890625
271,12,agent_1,1,0.3031473159790039
71,11,agent_0,1,0.3031272888183594
270,21,agent_1,1,0.30289363861083984
99,13,agent_1,1,0.30277252197265625
77,18,agent_2,1,0.3026924133300781
92,7,agent_1,1,0.3026399612426758
91,18,agent_1,1,0.3013029098510742
104,12,agent_0,1,0.3007316589355469
61,0,agent_0,1,0.3004112243652344
215,2,agent_0,1,0.3002166748046875
166,5,agent_2,1,0.30013179779052734
240,5,agent_1,1,0.2998008728027344
57,11,agent_1,1,0.2995452880859375
219,21,agent_0,1,0.29934191703796387
260,16,agent_0,1,0.2987203598022461
93,13,agent_1,1,0.29851436614990234
33,22,agent_1,1,0.2981090545654297
209,0,agent_1,1,0.29804420471191406
68,3,agent_2,1,0.29783153533935547
219,15,agent_2,1,0.2973508834838867
100,7,agent_0,1,0.29714202880859375
235,11,agent_1,1,0.29710960388183594
250,5,agent_0,1,0.2968769073486328
260,12,agent_1,1,0.29670238494873047
280,5,agent_0,1,0.296234130859375
95,15,agent_1,1,0.29613447189331055
163,9,agent_2,1,0.2958793640136719
281,12,agent_2,1,0.295684814453125
104,8,agent_0,1,0.29468536376953125
273,8,agent_0,1,0.29456615447998047
161,16,agent_2,1,0.29456329345703125
65,14,agent_0,1,0.2943859100341797
270,10,agent_1,1,0.29430389404296875
59,13,agent_2,1,0.2941102981567383
228,14,agent_1,1,0.2940664291381836
22,19,agent_1,1,0.29383087158203125
215,8,agent_1,1,0.29341888427734375
46,0,agent_0,1,0.2932281494140625
104,10,agent_0,1,0.29312896728515625
239,0,agent_2,1,0.2930717468261719
87,11,agent_2,1,0.29271888732910156
154,18,agent_0,1,0.2922325134277344
74,18,agent_2,1,0.29193878173828125
6,18,agent_2,1,0.29193639755249023
67,15,agent_2,1,0.29184818267822266
3,17,agent_2,1,0.29177188873291016
221,2,agent_2,1,0.2914619445800781
272,12,agent_1,1,0.29144287109375
77,7,agent_0,1,0.29132747650146484
180,13,agent_0,1,0.2913045883178711
250,3,agent_1,1,0.29129791259765625
34,14,agent_1,1,0.29056644439697266
131,10,agent_1,1,0.290283203125
224,13,agent_2,1,0.2902097702026367
14,10,agent_0,1,0.29018402099609375
267,19,agent_2,1,0.2900066375732422
77,20,agent_0,1,0.2896261215209961
221,1,agent_2,1,0.2894477844238281
255,19,agent_0,1,0.289398193359375
77,13,agent_1,1,0.2886199951171875
95,9,agent_1,1,0.2884864807128906
158,8,agent_1,1,0.28843212127685547
270,17,agent_1,1,0.28790998458862305
105,17,agent_1,1,0.2875709533691406
77,10,agent_1,1,0.2871866226196289
249,4,agent_1,1,0.28711986541748047
184,10,agent_1,1,0.28705596923828125
235,13,agent_1,1,0.28702735900878906
231,21,agent_2,1,0.28671979904174805
8,17,agent_1,1,0.28577613830566406
198,12,agent_1,1,0.2852630615234375
143,17,agent_2,1,0.2847890853881836
12,20,agent_0,1,0.28473663330078125
10,11,agent_2,1,0.28383636474609375
292,3,agent_2,1,0.28372764587402344
21,19,agent_2,1,0.2832484245300293
67,17,agent_1,1,0.28253173828125
231,3,agent_2,1,0.282196044921875
161,5,agent_1,1,0.28195667266845703
125,6,agent_1,1,0.2819385528564453
263,4,agent_0,1,0.2817554473876953
75,14,agent_2,1,0.2815408706665039
12,8,agent_2,1,0.28139495849609375
3,16,agent_2,1,0.2812938690185547
247,20,agent_1,1,0.28099489212036133
250,2,agent_1,1,0.2809314727783203
92,8,agent_1,1,0.2807741165161133
156,5,agent_2,1,0.28073883056640625
174,17,agent_1,1,0.2801017761230469
82,20,agent_0,1,0.27998900413513184
185,10,agent_0,1,0.2799806594848633
293,16,agent_0,1,0.27983617782592773
156,5,agent_1,1,0.2796792984008789
160,14,agent_2,1,0.2784452438354492
8,11,agent_0,1,0.278261661529541
161,4,agent_0,1,0.2778739929199219
90,2,agent_1,1,0.27736473083496094
122,7,agent_2,1,0.2768688201904297
4,19,agent_1,1,0.2767508029937744
293,16,agent_1,1,0.27640485763549805
181,11,agent_2,1,0.27625083923339844
34,19,agent_1,1,0.2761387825012207
134,17,agent_2,1,0.2760653495788574
82,3,agent_2,1,0.2759666442871094
206,20,agent_1,1,0.27576160430908203
21,13,agent_2,1,0.2757530212402344
35,20,agent_1,1,0.27524805068969727
167,11,agent_0,1,0.27524471282958984
199,19,agent_2,1,0.27484703063964844
104,17,agent_1,1,0.27480316162109375
3,11,agent_2,1,0.2747678756713867
124,18,agent_1,1,0.2747468948364258
127,16,agent_2,1,0.2746086120605469
239,15,agent_1,1,0.27449607849121094
246,13,agent_0,1,0.27448368072509766
296,4,agent_0,1,0.2744579315185547
294,4,agent_0,1,0.2740154266357422
293,13,agent_1,1,0.2737455368041992
95,18,agent_2,1,0.27367401123046875
233,19,agent_2,1,0.27361631393432617
139,9,agent_1,1,0.2734661102294922
67,17,agent_2,1,0.2730569839477539
229,22,agent_0,1,0.2727947235107422
21,4,agent_1,1,0.2715492248535156
184,19,agent_1,1,0.27120161056518555
204,19,agent_1,1,0.27117109298706055
3,14,agent_2,1,0.27103710174560547
207,13,agent_1,1,0.27093076705932617
24,14,agent_1,1,0.27042531967163086
224,20,agent_1,1,0.2703876495361328
140,8,agent_0,1,0.26996803283691406
10,9,agent_2,1,0.26921844482421875
45,19,agent_1,1,0.26856422424316406
290,19,agent_1,1,0.268416166305542
178,19,agent_2,1,0.268343448638916
232,12,agent_0,1,0.26820945739746094
166,19,agent_2,1,0.2682042121887207
258,13,agent_1,1,0.26785850524902344
275,0,agent_0,1,0.2675590515136719
185,18,agent_1,1,0.2675461769104004
182,22,agent_1,1,0.26718926429748535
144,8,agent_0,1,0.26717376708984375
3,18,agent_2,1,0.2671689987182617
61,12,agent_1,1,0.2670555114746094
293,6,agent_1,1,0.2670478820800781
232,18,agent_1,1,0.26696252822875977
14,20,agent_1,1,0.26677513122558594
62,13,agent_2,1,0.26653289794921875
40,8,agent_1,1,0.26650428771972656
98,8,agent_0,1,0.2664012908935547
174,5,agent_2,1,0.2662696838378906
110,1,agent_2,1,0.2661247253417969
240,7,agent_0,1,0.2655143737792969
185,17,agent_0,1,0.26540565490722656
178,17,agent_2,1,0.26537370681762695
192,7,agent_2,1,0.26508522033691406
4,9,agent_2,1,0.26464176177978516
229,20,agent_0,1,0.2646195888519287
265,7,agent_2,1,0.2644023895263672
8,15,agent_2,1,0.26432013511657715
20,19,agent_1,1,0.2642550468444824
215,19,agent_1,1,0.26419687271118164
167,5,agent_0,1,0.2641887664794922
261,8,agent_2,1,0.2639808654785156
4,11,agent_1,1,0.26361751556396484
9,8,agent_2,1,0.2630653381347656
269,17,agent_1,1,0.2630324363708496
68,3,agent_0,1,0.26294994354248047
77,16,agent_2,1,0.26239681243896484
212,8,agent_0,1,0.26224422454833984
166,14,agent_2,1,0.2621626853942871
131,10,agent_2,1,0.2620820999145508
108,19,agent_2,1,0.26201629638671875
268,21,agent_2,1,0.2614889144897461
82,17,agent_1,1,0.26136159896850586
227,19,agent_2,1,0.2612752914428711
211,14,agent_0,1,0.26123619079589844
72,18,agent_1,1,0.260591983795166
223,18,agent_0,1,0.26041126251220703
83,9,agent_1,1,0.26039886474609375
195,19,agent_2,1,0.26001501083374023
26,15,agent_2,1,0.25994873046875
55,21,agent_2,1,0.25951719284057617
96,9,agent_0,1,0.2594165802001953
37,2,agent_1,1,0.25918006896972656
210,7,agent_1,1,0.25904083251953125
83,15,agent_0,1,0.25891542434692383
71,21,agent_0,1,0.2581202983856201
132,4,agent_1,1,0.25748443603515625
33,11,agent_2,1,0.2568960189819336
194,4,agent_2,1,0.25681304931640625
90,9,agent_2,1,0.2567272186279297
227,10,agent_2,1,0.25649547576904297
296,20,agent_0,1,0.25632643699645996
87,13,agent_1,1,0.2560081481933594
264,12,agent_1,1,0.2556953430175781
181,15,agent_2,1,0.2556724548339844
114,12,agent_0,1,0.25556373596191406
114,13,agent_0,1,0.25461578369140625
141,16,agent_0,1,0.25437355041503906
141,17,agent_1,1,0.25435495376586914
294,3,agent_0,1,0.2542610168457031
100,21,agent_1,1,0.2539200782775879
200,17,agent_2,1,0.25385475158691406
12,18,agent_0,1,0.2532768249511719
182,21,agent_2,1,0.253054141998291
85,4,agent_0,1,0.252960205078125
29,21,agent_1,1,0.25237274169921875
247,2,agent_2,1,0.25213050842285156
154,1,agent_1,1,0.2517662048339844
243,17,agent_1,1,0.2515401840209961
202,20,agent_0,1,0.25153398513793945
7,17,agent_1,1,0.2513895034790039
209,1,agent_1,1,0.2508544921875
134,18,agent_1,1,0.2505836486816406
123,15,agent_2,1,0.2505812644958496
200,7,agent_2,1,0.2501668930053711
144,9,agent_0,1,0.24988555908203125
85,11,agent_1,1,0.24976825714111328
172,18,agent_0,1,0.24966251850128174
84,2,agent_1,1,0.24959754943847656
119,0,agent_0,1,0.24955368041992188
77,19,agent_0,1,0.24911880493164062
264,16,agent_2,1,0.24883651733398438
40,10,agent_2,1,0.2486286163330078
241,11,agent_2,1,0.24814224243164062
284,16,agent_1,1,0.24794816970825195
160,20,agent_1,1,0.24783945083618164
79,21,agent_0,1,0.24779748916625977
16,11,agent_2,1,0.24765586853027344
1,7,agent_2,1,0.24741077423095703
125,5,agent_1,1,0.24718666076660156
227,12,agent_0,1,0.2471294403076172
57,10,agent_1,1,0.2469186782836914
84,8,agent_0,1,0.246826171875
77,17,agent_1,1,0.2465987205505371
251,4,agent_2,1,0.2463817596435547
71,13,agent_1,1,0.24628829956054688
207,14,agent_1,1,0.24612092971801758
247,21,agent_1,1,0.24584436416625977
271,13,agent_1,1,0.24579143524169922
164,2,agent_1,1,0.24564170837402344
124,6,agent_1,1,0.24521350860595703
112,20,agent_1,1,0.24509334564208984
266,21,agent_2,1,0.24504947662353516
34,18,agent_1,1,0.2450113296508789
171,19,agent_2,1,0.24489116668701172
178,10,agent_2,1,0.24417591094970703
253,5,agent_1,1,0.2440776824951172
12,17,agent_2,1,0.2439861297607422
75,16,agent_2,1,0.2438945770263672
215,9,agent_1,1,0.24354934692382812
61,15,agent_0,1,0.2432861328125
98,7,agent_1,1,0.24310302734375
191,21,agent_0,1,0.2429959774017334
108,20,agent_2,1,0.2423572540283203
91,10,agent_2,1,0.24158668518066406
85,6,agent_1,1,0.24155807495117188
29,7,agent_1,1,0.24155616760253906
125,15,agent_1,1,0.24147891998291016
187,20,agent_1,1,0.24141383171081543
282,9,agent_0,1,0.24100685119628906
170,7,agent_1,1,0.24068832397460938
297,9,agent_2,1,0.24008750915527344
90,3,agent_1,1,0.23983001708984375
183,19,agent_1,1,0.23929738998413086
250,20,agent_2,1,0.2391972541809082
1,19,agent_1,1,0.23901987075805664
219,1,agent_2,1,0.2385692596435547
10,8,agent_0,1,0.23807716369628906
175,11,agent_0,1,0.2379150390625
222,9,agent_2,1,0.23781299591064453
145,21,agent_0,1,0.23765206336975098
216,7,agent_2,1,0.23737430572509766
231,6,agent_2,1,0.23688697814941406
172,14,agent_0,1,0.23666977882385254
90,11,agent_1,1,0.23655223846435547
253,18,agent_0,1,0.23642921447753906
78,7,agent_1,1,0.2353343963623047
85,11,agent_0,1,0.23521137237548828
172,6,agent_0,1,0.2348461151123047
45,13,agent_1,1,0.23471641540527344
67,13,agent_0,1,0.23467254638671875
46,8,agent_1,1,0.2342548370361328
102,9,agent_0,1,0.2340259552001953
166,5,agent_1,1,0.2337799072265625
160,14,agent_1,1,0.23374176025390625
77,16,agent_1,1,0.23369598388671875
273,17,agent_0,1,0.23302459716796875
1,5,agent_1,1,0.23278045654296875
254,3,agent_0,1,0.232757568359375
287,13,agent_0,1,0.2325735092163086
194,1,agent_0,1,0.2323760986328125
235,6,agent_2,1,0.23227691650390625
275,2,agent_0,1,0.23207473754882812
200,19,agent_2,1,0.23199748992919922
9,9,agent_2,1,0.23197650909423828
157,11,agent_2,1,0.23189926147460938
235,5,agent_2,1,0.23181724548339844
274,4,agent_0,1,0.2317638397216797
170,10,agent_1,1,0.2314777374267578
16,14,agent_1,1,0.2314467430114746
10,14,agent_1,1,0.23129653930664062
107,17,agent_2,1,0.23093795776367188
251,19,agent_2,1,0.2307119369506836
183,8,agent_2,1,0.23018646240234375
72,0,agent_1,1,0.22995948791503906
195,12,agent_2,1,0.22968101501464844
118,15,agent_2,1,0.22959136962890625
236,8,agent_0,1,0.2295665740966797
115,6,agent_2,1,0.22882366180419922
29,13,agent_2,1,0.228790283203125
22,15,agent_1,1,0.22867202758789062
216,17,agent_2,1,0.22844791412353516
187,1,agent_1,1,0.2280588150024414
91,13,agent_2,1,0.22762489318847656
255,3,agent_0,1,0.2276020050048828
197,9,agent_0,1,0.227569580078125
106,11,agent_2,1,0.22733592987060547
154,19,agent_0,1,0.22721481323242188
151,11,agent_2,1,0.22678661346435547
247,21,agent_2,1,0.22675657272338867
3,6,agent_2,1,0.2266712188720703
266,21,agent_1,1,0.22632074356079102
260,12,agent_0,1,0.22565174102783203
178,11,agent_1,1,0.22557306289672852
245,18,agent_2,1,0.2255420684814453
250,18,agent_2,1,0.225372314453125
162,14,agent_2,1,0.22499322891235352
284,19,agent_2,1,0.22489023208618164
182,19,agent_2,1,0.22463655471801758
136,2,agent_2,1,0.22439098358154297
170,3,agent_1,1,0.22424888610839844
275,3,agent_0,1,0.2239837646484375
93,14,agent_1,1,0.22395038604736328
175,8,agent_0,1,0.2238025665283203
8,13,agent_0,1,0.22357606887817383
10,4,agent_1,1,0.22353744506835938
128,15,agent_1,1,0.22317028045654297
26,10,agent_2,1,0.2230987548828125
85,17,agent_1,1,0.22278118133544922
293,11,agent_1,1,0.22278118133544922
221,17,agent_2,1,0.2226104736328125
97,7,agent_2,1,0.22239112854003906
32,15,agent_1,1,0.2223682403564453
197,20,agent_0,1,0.22176027297973633
112,10,agent_1,1,0.2216787338256836
112,19,agent_0,1,0.22159624099731445
264,17,agent_2,1,0.22135543823242188
169,15,agent_2,1,0.22116661071777344
150,6,agent_1,1,0.22102069854736328
91,3,agent_2,1,0.220794677734375
215,5,agent_0,1,0.22075462341308594
65,15,agent_2,1,0.22055768966674805
86,19,agent_2,1,0.21910619735717773
203,10,agent_2,1,0.2190227508544922
135,20,agent_0,1,0.21901750564575195
85,15,agent_0,1,0.21885013580322266
109,14,agent_1,1,0.21828079223632812
213,13,agent_0,1,0.21814250946044922
245,6,agent_1,1,0.2178955078125
297,16,agent_2,1,0.2175445556640625
279,6,agent_2,1,0.21741962432861328
173,9,agent_2,1,0.2174072265625
276,22,agent_2,1,0.2173306941986084
119,3,agent_0,1,0.21531105041503906
195,16,agent_2,1,0.2150707244873047
282,6,agent_0,1,0.21456527709960938
279,17,agent_2,1,0.21419143676757812
55,2,agent_0,1,0.2141895294189453
80,7,agent_1,1,0.21417522430419922
42,8,agent_1,1,0.21399688720703125
121,15,agent_0,1,0.21343374252319336
198,5,agent_2,1,0.21339988708496094
232,7,agent_2,1,0.2132282257080078
46,12,agent_1,1,0.21320724487304688
230,6,agent_2,1,0.2131977081298828
237,16,agent_0,1,0.21318483352661133
55,1,agent_0,1,0.21230411529541016
173,21,agent_0,1,0.2120286226272583
92,9,agent_1,1,0.21182537078857422
169,14,agent_2,1,0.21169662475585938
175,16,agent_2,1,0.21117019653320312
27,21,agent_0,1,0.21091938018798828
39,21,agent_0,1,0.21070003509521484
120,17,agent_0,1,0.21034526824951172
212,8,agent_1,1,0.21009063720703125
71,20,agent_0,1,0.20971894264221191
64,15,agent_1,1,0.20882034301757812
239,19,agent_1,1,0.20878124237060547
208,18,agent_0,1,0.20866012573242188
153,1,agent_1,1,0.20847129821777344
264,6,agent_0,1,0.20827484130859375
182,15,agent_2,1,0.20790672302246094
12,16,agent_1,1,0.20786714553833008
227,16,agent_0,1,0.2072582244873047
225,5,agent_0,1,0.20666885375976562
98,12,agent_1,1,0.20635271072387695
245,20,agent_0,1,0.2063302993774414
248,8,agent_2,1,0.2059764862060547
57,19,agent_1,1,0.20597410202026367
273,4,agent_2,1,0.20574569702148438
284,10,agent_2,1,0.20547866821289062
286,21,agent_2,1,0.20514726638793945
243,19,agent_1,1,0.20488357543945312
160,21,agent_1,1,0.20401906967163086
125,15,agent_0,1,0.2039947509765625
140,9,agent_2,1,0.20351791381835938
290,10,agent_2,1,0.20343685150146484
14,19,agent_1,1,0.20343351364135742
246,5,agent_1,1,0.2034130096435547
24,9,agent_1,1,0.2032623291015625
53,19,agent_2,1,0.20292234420776367
231,4,agent_2,1,0.20290374755859375
