episode,t,agent,F,score
154,6,agent_0,1,0.0
154,5,agent_2,1,0.0
154,5,agent_1,0,0.0
154,2,agent_0,1,0.0
36,14,agent_0,1,0.0
36,13,agent_2,1,0.0
36,13,agent_1,1,0.0
36,13,agent_0,1,0.0
36,12,agent_2,1,0.0
36,12,agent_1,0,0.0
154,12,agent_0,1,0.0
154,11,agent_2,1,0.0
153,24,agent_0,1,0.0
36,17,agent_0,1,0.0
36,16,agent_2,1,0.0
36,16,agent_1,1,0.0
36,16,agent_0,1,0.0
36,15,agent_1,1,0.0
154,0,agent_0,1,0.0
153,24,agent_2,1,0.0
153,24,agent_1,1,0.0
154,11,agent_1,1,0.0
153,9,agent_2,1,0.0
153,15,agent_2,1,0.0
153,15,agent_1,1,0.0
153,15,agent_0,1,0.0
153,14,agent_2,1,0.0
153,14,agent_1,1,0.0
153,14,agent_0,1,0.0
153,13,agent_1,1,0.0
154,5,agent_0,1,0.0
153,19,agent_0,1,0.0
153,18,agent_2,1,0.0
153,18,agent_1,1,0.0
153,18,agent_0,0,0.0
153,17,agent_2,1,0.0
153,17,agent_1,1,0.0
153,16,agent_1,1,0.0
153,16,agent_0,1,0.0
153,13,agent_0,1,0.0
154,4,agent_2,0,0.0
154,4,agent_1,1,0.0
154,4,agent_0,1,0.0
154,9,agent_2,1,0.0
154,9,agent_1,1,0.0
154,8,agent_2,1,0.0
154,8,agent_0,1,0.0
154,7,agent_2,0,0.0
153,10,agent_0,1,0.0
154,7,agent_0,1,0.0
154,6,agent_2,0,0.0
153,12,agent_1,1,0.0
153,12,agent_0,1,0.0
153,11,agent_1,1,0.0
153,11,agent_0,1,0.0
153,10,agent_2,1,0.0
153,10,agent_1,1,0.0
154,7,agent_1,1,0.0
174,3,agent_2,1,0.0
174,3,agent_1,1,0.0
174,3,agent_0,1,0.0
174,2,agent_2,1,0.0
174,2,agent_1,1,0.0
174,2,agent_0,1,0.0
174,1,agent_2,1,0.0
163,14,agent_2,1,0.0
174,8,agent_0,1,0.0
174,7,agent_2,0,0.0
174,7,agent_0,1,0.0
174,6,agent_2,0,0.0
174,6,agent_1,1,0.0
174,5,agent_1,1,0.0
174,4,agent_2,1,0.0
173,11,agent_0,1,0.0
174,8,agent_1,1,0.0
174,18,agent_2,0,0.0
173,23,agent_2,0,0.0
173,23,agent_1,1,0.0
173,23,agent_0,1,0.0
173,22,agent_2,1,0.0
173,22,agent_1,1,0.0
173,22,agent_0,0,0.0
173,21,agent_2,1,0.0
174,4,agent_1,1,0.0
174,1,agent_1,1,0.0
174,1,agent_0,1,0.0
174,0,agent_2,1,0.0
174,0,agent_1,0,0.0
174,0,agent_0,1,0.0
173,24,agent_2,0,0.0
173,24,agent_1,1,0.0
173,24,agent_0,1,0.0
173,20,agent_2,1,0.0
173,15,agent_1,1,0.0
173,15,agent_0,1,0.0
173,14,agent_2,0,0.0
173,14,agent_1,1,0.0
173,19,agent_2,1,0.0
173,19,agent_1,1,0.0
173,19,agent_0,0,0.0
173,10,agent_2,0,0.0
173,18,agent_1,1,0.0
173,18,agent_0,1,0.0
173,17,agent_2,1,0.0
173,17,agent_1,0,0.0
172,24,agent_1,1,0.0
172,24,agent_0,1,0.0
172,23,agent_2,1,0.0
172,23,agent_1,1,0.0
173,18,agent_2,1,0.0
173,10,agent_1,0,0.0
173,10,agent_0,1,0.0
173,9,agent_1,0,0.0
173,9,agent_0,1,0.0
173,8,agent_2,0,0.0
173,8,agent_1,0,0.0
173,14,agent_0,1,0.0
173,13,agent_2,0,0.0
173,16,agent_0,1,0.0
173,13,agent_0,1,0.0
173,12,agent_1,1,0.0
173,12,agent_0,1,0.0
173,11,agent_2,0,0.0
173,11,agent_1,1,0.0
173,17,agent_0,1,0.0
173,16,agent_2,1,0.0
173,16,agent_1,0,0.0
173,13,agent_1,1,0.0
31,19,agent_1,1,0.0
31,19,agent_0,1,0.0
31,18,agent_1,1,0.0
31,18,agent_0,1,0.0
31,17,agent_2,0,0.0
31,17,agent_1,1,0.0
31,17,agent_0,1,0.0
174,19,agent_0,1,0.0
31,22,agent_1,1,0.0
31,22,agent_0,1,0.0
31,21,agent_2,0,0.0
31,21,agent_1,1,0.0
31,21,agent_0,1,0.0
31,20,agent_2,1,0.0
31,20,agent_1,1,0.0
174,23,agent_2,1,0.0
31,22,agent_2,0,0.0
175,4,agent_1,1,0.0
175,10,agent_1,1,0.0
175,10,agent_0,1,0.0
175,9,agent_2,0,0.0
175,9,agent_1,1,0.0
175,9,agent_0,1,0.0
175,8,agent_2,0,0.0
175,8,agent_1,1,0.0
31,19,agent_2,0,0.0
31,16,agent_1,1,0.0
31,16,agent_0,1,0.0
31,15,agent_2,0,0.0
31,15,agent_1,1,0.0
31,14,agent_1,1,0.0
174,23,agent_0,1,0.0
174,22,agent_2,1,0.0
174,22,agent_1,1,0.0
175,7,agent_2,0,0.0
174,13,agent_0,1,0.0
174,12,agent_2,0,0.0
174,12,agent_1,1,0.0
174,18,agent_1,1,0.0
174,18,agent_0,1,0.0
174,17,agent_2,1,0.0
174,17,agent_0,1,0.0
174,16,agent_2,1,0.0
174,23,agent_1,1,0.0
174,16,agent_0,1,0.0
174,15,agent_2,1,0.0
174,21,agent_1,1,0.0
174,21,agent_0,1,0.0
174,20,agent_2,0,0.0
174,20,agent_1,1,0.0
174,20,agent_0,1,0.0
174,19,agent_1,1,0.0
174,16,agent_1,1,0.0
31,24,agent_2,1,0.0
31,24,agent_1,1,0.0
31,24,agent_0,1,0.0
31,23,agent_2,1,0.0
31,23,agent_1,1,0.0
31,23,agent_0,1,0.0
174,12,agent_0,1,0.0
174,11,agent_2,0,0.0
174,13,agent_1,1,0.0
174,11,agent_0,1,0.0
174,10,agent_2,1,0.0
174,9,agent_2,0,0.0
174,9,agent_0,0,0.0
174,15,agent_0,1,0.0
174,14,agent_2,1,0.0
174,14,agent_1,1,0.0
174,14,agent_0,1,0.0
174,11,agent_1,1,0.0
171,23,agent_0,1,0.0
171,22,agent_2,1,0.0
171,22,agent_1,1,0.0
171,22,agent_0,1,0.0
171,21,agent_2,1,0.0
171,21,agent_1,1,0.0
171,21,agent_0,1,0.0
172,23,agent_0,1,0.0
172,0,agent_2,0,0.0
172,0,agent_1,0,0.0
172,0,agent_0,0,0.0
171,24,agent_2,1,0.0
171,24,agent_1,1,0.0
171,24,agent_0,1,0.0
171,23,agent_2,1,0.0
171,23,agent_1,1,0.0
171,20,agent_2,1,0.0
32,1,agent_2,1,0.0
32,1,agent_1,0,0.0
32,7,agent_0,1,0.0
32,6,agent_2,1,0.0
32,6,agent_1,0,0.0
32,6,agent_0,1,0.0
32,5,agent_1,0,0.0
32,5,agent_0,0,0.0
32,8,agent_0,1,0.0
32,4,agent_1,0,0.0
172,9,agent_1,1,0.0
32,10,agent_1,0,0.0
32,10,agent_0,1,0.0
32,9,agent_1,0,0.0
32,9,agent_0,1,0.0
32,8,agent_2,1,0.0
32,8,agent_1,0,0.0
32,4,agent_2,1,0.0
171,8,agent_1,0,0.0
171,8,agent_0,1,0.0
171,7,agent_2,1,0.0
171,7,agent_1,0,0.0
171,7,agent_0,1,0.0
171,12,agent_1,1,0.0
171,12,agent_0,1,0.0
172,3,agent_1,0,0.0
171,11,agent_1,1,0.0
171,11,agent_0,1,0.0
171,10,agent_2,1,0.0
171,10,agent_1,1,0.0
171,10,agent_0,1,0.0
171,15,agent_1,1,0.0
171,15,agent_0,1,0.0
171,14,agent_1,1,0.0
171,11,agent_2,1,0.0
172,3,agent_0,0,0.0
172,2,agent_2,0,0.0
172,2,agent_1,0,0.0
172,2,agent_0,0,0.0
172,1,agent_2,0,0.0
172,1,agent_1,0,0.0
172,1,agent_0,0,0.0
172,7,agent_2,0,0.0
171,8,agent_2,0,0.0
172,5,agent_2,0,0.0
172,5,agent_1,1,0.0
172,5,agent_0,1,0.0
172,4,agent_1,1,0.0
172,4,agent_0,0,0.0
172,3,agent_2,0,0.0
171,9,agent_1,0,0.0
171,9,agent_0,1,0.0
172,7,agent_0,1,0.0
173,8,agent_0,0,0.0
173,7,agent_2,1,0.0
173,7,agent_1,0,0.0
173,7,agent_0,0,0.0
173,6,agent_2,0,0.0
173,6,agent_1,0,0.0
173,6,agent_0,0,0.0
32,2,agent_0,1,0.0
172,12,agent_2,1,0.0
172,12,agent_1,1,0.0
172,12,agent_0,1,0.0
172,11,agent_2,1,0.0
172,11,agent_1,1,0.0
172,10,agent_1,1,0.0
172,10,agent_0,1,0.0
172,15,agent_2,1,0.0
173,5,agent_2,1,0.0
172,22,agent_1,1,0.0
172,22,agent_0,1,0.0
172,21,agent_2,1,0.0
173,2,agent_0,0,0.0
173,1,agent_1,1,0.0
173,1,agent_0,0,0.0
173,0,agent_2,0,0.0
173,0,agent_1,0,0.0
173,2,agent_1,1,0.0
172,24,agent_2,1,0.0
173,5,agent_1,0,0.0
173,5,agent_0,0,0.0
173,4,agent_2,0,0.0
173,4,agent_1,0,0.0
173,4,agent_0,0,0.0
173,3,agent_2,1,0.0
173,3,agent_0,0,0.0
173,0,agent_0,0,0.0
172,20,agent_0,1,0.0
172,19,agent_2,0,0.0
172,19,agent_1,1,0.0
172,19,agent_0,0,0.0
32,1,agent_0,1,0.0
32,0,agent_2,1,0.0
32,0,agent_1,0,0.0
32,0,agent_0,1,0.0
172,15,agent_1,1,0.0
172,8,agent_2,0,0.0
172,8,agent_1,1,0.0
172,8,agent_0,1,0.0
32,4,agent_0,0,0.0
32,3,agent_1,0,0.0
32,3,agent_0,0,0.0
32,2,agent_2,1,0.0
32,2,agent_1,0,0.0
172,9,agent_0,1,0.0
172,15,agent_0,1,0.0
172,14,agent_2,1,0.0
172,14,agent_1,1,0.0
172,13,agent_2,1,0.0
172,13,agent_1,1,0.0
172,13,agent_0,1,0.0
172,18,agent_2,1,0.0
172,18,agent_1,1,0.0
172,20,agent_1,1,0.0
172,17,agent_1,1,0.0
172,17,agent_0,0,0.0
172,16,agent_2,1,0.0
172,16,agent_1,1,0.0
172,16,agent_0,1,0.0
172,21,agent_1,1,0.0
172,21,agent_0,1,0.0
172,20,agent_2,1,0.0
172,17,agent_2,1,0.0
177,22,agent_1,1,0.0
177,22,agent_0,1,0.0
177,21,agent_2,1,0.0
178,2,agent_1,0,0.0
178,2,agent_0,1,0.0
178,1,agent_2,0,0.0
178,1,agent_1,0,0.0
175,4,agent_2,1,0.0
178,0,agent_1,0,0.0
178,0,agent_0,0,0.0
177,24,agent_2,1,0.0
177,4,agent_2,1,0.0
177,4,agent_1,1,0.0
177,4,agent_0,0,0.0
177,3,agent_0,0,0.0
177,2,agent_2,0,0.0
178,1,agent_0,0,0.0
177,16,agent_1,1,0.0
177,15,agent_2,0,0.0
177,15,agent_1,1,0.0
177,15,agent_0,1,0.0
177,14,agent_2,0,0.0
177,21,agent_1,1,0.0
177,20,agent_2,1,0.0
177,20,agent_1,1,0.0
177,22,agent_2,1,0.0
177,19,agent_2,1,0.0
177,19,agent_1,1,0.0
177,18,agent_2,1,0.0
177,18,agent_1,1,0.0
177,24,agent_1,1,0.0
177,24,agent_0,1,0.0
177,23,agent_1,1,0.0
177,23,agent_0,1,0.0
177,20,agent_0,1,0.0
177,14,agent_1,1,0.0
177,14,agent_0,1,0.0
177,13,agent_2,0,0.0
177,13,agent_0,1,0.0
177,12,agent_2,0,0.0
177,12,agent_0,1,0.0
177,11,agent_2,0,0.0
177,2,agent_1,1,0.0
177,0,agent_1,0,0.0
177,0,agent_0,1,0.0
176,24,agent_2,1,0.0
176,24,agent_1,1,0.0
176,24,agent_0,1,0.0
176,23,agent_2,0,0.0
176,23,agent_1,1,0.0
176,23,agent_0,1,0.0
177,11,agent_1,1,0.0
177,2,agent_0,1,0.0
177,1,agent_2,0,0.0
177,8,agent_1,1,0.0
177,7,agent_2,1,0.0
177,7,agent_1,1,0.0
177,6,agent_2,1,0.0
177,6,agent_1,0,0.0
177,6,agent_0,1,0.0
177,8,agent_2,1,0.0
177,5,agent_0,0,0.0
177,11,agent_0,1,0.0
177,10,agent_2,0,0.0
177,10,agent_1,1,0.0
177,10,agent_0,1,0.0
177,9,agent_2,1,0.0
177,9,agent_1,1,0.0
177,9,agent_0,1,0.0
177,5,agent_2,1,0.0
178,11,agent_0,1,0.0
0,1,agent_2,0,0.0
178,10,agent_0,1,0.0
178,9,agent_1,1,0.0
178,18,agent_0,1,0.0
178,17,agent_1,0,0.0
178,16,agent_2,0,0.0
177,16,agent_2,0,0.0
178,15,agent_2,0,0.0
178,15,agent_1,1,0.0
178,15,agent_0,1,0.0
178,14,agent_1,1,0.0
178,21,agent_1,1,0.0
178,21,agent_0,1,0.0
178,20,agent_1,0,0.0
178,20,agent_0,1,0.0
178,16,agent_1,0,0.0
179,10,agent_0,1,0.0
179,9,agent_1,1,0.0
179,8,agent_1,1,0.0
179,7,agent_2,1,0.0
179,6,agent_2,0,0.0
179,6,agent_1,1,0.0
178,9,agent_0,1,0.0
178,8,agent_2,0,0.0
178,12,agent_1,0,0.0
31,3,agent_0,0,0.0
31,2,agent_2,0,0.0
31,2,agent_1,0,0.0
31,2,agent_0,0,0.0
31,1,agent_2,0,0.0
178,14,agent_0,0,0.0
178,13,agent_1,1,0.0
178,13,agent_0,0,0.0
31,3,agent_1,0,0.0
178,6,agent_2,1,0.0
30,23,agent_2,1,0.0
30,22,agent_0,1,0.0
30,21,agent_2,1,0.0
30,21,agent_1,1,0.0
30,20,agent_1,1,0.0
30,20,agent_0,1,0.0
31,1,agent_1,0,0.0
178,19,agent_1,0,0.0
31,0,agent_2,0,0.0
31,0,agent_1,0,0.0
31,0,agent_0,0,0.0
30,24,agent_2,1,0.0
30,24,agent_1,1,0.0
30,24,agent_0,1,0.0
177,18,agent_0,1,0.0
177,17,agent_2,1,0.0
31,1,agent_0,0,0.0
178,19,agent_0,1,0.0
178,18,agent_2,1,0.0
178,18,agent_1,0,0.0
178,6,agent_0,0,0.0
178,5,agent_2,1,0.0
178,5,agent_0,0,0.0
178,4,agent_0,0,0.0
178,3,agent_2,1,0.0
178,7,agent_1,1,0.0
178,3,agent_0,0,0.0
178,2,agent_2,1,0.0
30,19,agent_2,1,0.0
30,19,agent_1,1,0.0
30,18,agent_1,1,0.0
30,18,agent_0,1,0.0
178,8,agent_1,0,0.0
178,7,agent_2,1,0.0
178,3,agent_1,0,0.0
175,12,agent_2,0,0.0
175,12,agent_1,1,0.0
175,12,agent_0,1,0.0
175,11,agent_2,0,0.0
175,11,agent_1,0,0.0
175,10,agent_2,0,0.0
175,16,agent_0,1,0.0
31,6,agent_0,0,0.0
175,15,agent_1,0,0.0
175,15,agent_0,1,0.0
175,14,agent_2,0,0.0
175,14,agent_1,1,0.0
175,14,agent_0,1,0.0
175,13,agent_2,0,0.0
175,19,agent_0,1,0.0
175,18,agent_2,1,0.0
175,15,agent_2,1,0.0
176,8,agent_0,1,0.0
176,7,agent_2,1,0.0
176,7,agent_1,0,0.0
176,7,agent_0,1,0.0
176,6,agent_2,1,0.0
176,6,agent_0,1,0.0
176,5,agent_2,1,0.0
176,5,agent_1,1,0.0
175,13,agent_0,1,0.0
176,11,agent_0,1,0.0
176,10,agent_2,1,0.0
176,10,agent_0,0,0.0
176,9,agent_2,1,0.0
176,9,agent_1,1,0.0
176,9,agent_0,1,0.0
176,8,agent_2,1,0.0
175,13,agent_1,0,0.0
176,11,agent_1,1,0.0
174,24,agent_2,1,0.0
174,24,agent_1,1,0.0
174,24,agent_0,1,0.0
175,4,agent_0,0,0.0
175,3,agent_2,1,0.0
175,3,agent_1,1,0.0
175,3,agent_0,0,0.0
175,2,agent_2,1,0.0
175,18,agent_1,1,0.0
175,2,agent_0,0,0.0
175,1,agent_2,1,0.0
175,7,agent_1,1,0.0
175,7,agent_0,0,0.0
175,6,agent_2,1,0.0
175,6,agent_1,1,0.0
175,5,agent_1,1,0.0
175,5,agent_0,0,0.0
175,2,agent_1,1,0.0
175,18,agent_0,1,0.0
175,17,agent_2,1,0.0
175,17,agent_1,1,0.0
175,17,agent_0,1,0.0
175,16,agent_1,1,0.0
175,23,agent_0,1,0.0
175,22,agent_1,1,0.0
175,22,agent_0,1,0.0
175,0,agent_0,0,0.0
175,21,agent_0,1,0.0
175,20,agent_1,1,0.0
175,20,agent_0,1,0.0
175,19,agent_1,1,0.0
175,1,agent_1,1,0.0
175,1,agent_0,0,0.0
175,0,agent_2,0,0.0
175,0,agent_1,0,0.0
175,21,agent_1,1,0.0
31,13,agent_0,1,0.0
31,12,agent_0,1,0.0
31,11,agent_2,0,0.0
31,11,agent_1,1,0.0
31,11,agent_0,1,0.0
176,14,agent_2,0,0.0
176,14,agent_0,0,0.0
176,1,agent_2,0,0.0
176,13,agent_1,1,0.0
176,13,agent_0,1,0.0
176,12,agent_2,1,0.0
176,12,agent_0,0,0.0
176,11,agent_2,0,0.0
176,17,agent_1,1,0.0
176,17,agent_0,1,0.0
176,16,agent_2,0,0.0
176,13,agent_2,1,0.0
31,5,agent_1,1,0.0
31,5,agent_0,0,0.0
31,4,agent_1,0,0.0
31,4,agent_0,0,0.0
31,3,agent_2,0,0.0
177,1,agent_0,0,0.0
177,0,agent_2,0,0.0
31,10,agent_0,1,0.0
31,13,agent_1,1,0.0
31,9,agent_1,1,0.0
31,7,agent_2,0,0.0
31,7,agent_1,1,0.0
31,7,agent_0,1,0.0
31,6,agent_2,1,0.0
31,6,agent_1,1,0.0
31,14,agent_0,1,0.0
31,13,agent_2,0,0.0
31,9,agent_2,0,0.0
176,20,agent_2,1,0.0
176,20,agent_1,1,0.0
176,1,agent_1,1,0.0
176,1,agent_0,1,0.0
176,0,agent_2,0,0.0
176,0,agent_0,1,0.0
175,24,agent_2,1,0.0
175,24,agent_1,1,0.0
176,16,agent_1,1,0.0
175,23,agent_1,1,0.0
176,5,agent_0,1,0.0
176,4,agent_2,0,0.0
176,3,agent_2,0,0.0
176,3,agent_1,1,0.0
176,2,agent_2,0,0.0
176,2,agent_1,1,0.0
176,2,agent_0,1,0.0
175,24,agent_0,1,0.0
176,16,agent_0,1,0.0
176,15,agent_2,1,0.0
176,15,agent_1,1,0.0
176,15,agent_0,1,0.0
176,20,agent_0,1,0.0
176,19,agent_2,0,0.0
176,19,agent_1,1,0.0
176,19,agent_0,1,0.0
176,21,agent_0,1,0.0
176,18,agent_1,1,0.0
176,18,agent_0,1,0.0
176,17,agent_2,1,0.0
176,22,agent_2,0,0.0
176,22,agent_1,1,0.0
176,22,agent_0,1,0.0
176,21,agent_2,1,0.0
176,21,agent_1,1,0.0
176,18,agent_2,0,0.0
166,3,agent_0,1,0.0
166,2,agent_2,0,0.0
166,2,agent_1,0,0.0
166,2,agent_0,1,0.0
166,1,agent_2,0,0.0
166,8,agent_0,1,0.0
166,7,agent_2,1,0.0
171,14,agent_0,1,0.0
166,6,agent_2,1,0.0
166,6,agent_1,1,0.0
166,6,agent_0,1,0.0
166,5,agent_0,1,0.0
166,4,agent_2,0,0.0
166,11,agent_1,1,0.0
166,11,agent_0,1,0.0
166,10,agent_2,1,0.0
166,7,agent_0,1,0.0
166,24,agent_1,1,0.0
166,24,agent_0,1,0.0
166,23,agent_2,1,0.0
166,23,agent_1,1,0.0
166,23,agent_0,1,0.0
166,22,agent_1,1,0.0
166,22,agent_0,1,0.0
166,1,agent_1,0,0.0
166,3,agent_1,0,0.0
166,0,agent_1,0,0.0
165,24,agent_2,1,0.0
165,24,agent_1,1,0.0
33,17,agent_1,1,0.0
33,17,agent_0,1,0.0
33,16,agent_2,1,0.0
166,4,agent_0,1,0.0
166,3,agent_2,0,0.0
166,0,agent_2,0,0.0
33,7,agent_1,1,0.0
33,7,agent_0,1,0.0
33,12,agent_1,0,0.0
33,12,agent_0,1,0.0
33,11,agent_1,0,0.0
33,11,agent_0,1,0.0
33,10,agent_2,1,0.0
166,10,agent_1,1,0.0
33,10,agent_0,1,0.0
33,9,agent_2,0,0.0
33,16,agent_1,0,0.0
33,16,agent_0,1,0.0
33,15,agent_1,0,0.0
33,15,agent_0,1,0.0
33,14,agent_1,0,0.0
33,14,agent_0,1,0.0
33,10,agent_1,1,0.0
166,10,agent_0,1,0.0
166,9,agent_2,0,0.0
166,9,agent_1,1,0.0
166,8,agent_1,1,0.0
165,24,agent_0,1,0.0
165,23,agent_2,1,0.0
165,23,agent_1,1,0.0
165,23,agent_0,1,0.0
33,7,agent_2,0,0.0
165,22,agent_1,1,0.0
165,22,agent_0,1,0.0
165,21,agent_2,1,0.0
33,9,agent_1,1,0.0
33,9,agent_0,1,0.0
33,8,agent_2,0,0.0
33,8,agent_1,1,0.0
33,8,agent_0,1,0.0
165,22,agent_2,0,0.0
167,1,agent_0,0,0.0
167,0,agent_2,0,0.0
167,0,agent_1,0,0.0
167,0,agent_0,0,0.0
167,5,agent_2,1,0.0
167,5,agent_1,1,0.0
167,4,agent_2,1,0.0
166,24,agent_2,1,0.0
167,4,agent_0,1,0.0
167,3,agent_2,0,0.0
167,3,agent_1,0,0.0
167,3,agent_0,1,0.0
167,9,agent_1,1,0.0
167,9,agent_0,1,0.0
167,8,agent_2,1,0.0
167,8,agent_1,1,0.0
167,4,agent_1,1,0.0
167,23,agent_0,1,0.0
167,22,agent_2,1,0.0
167,22,agent_1,1,0.0
167,22,agent_0,1,0.0
167,21,agent_1,1,0.0
167,21,agent_0,1,0.0
168,1,agent_1,0,0.0
168,1,agent_0,0,0.0
167,1,agent_1,0,0.0
168,0,agent_1,0,0.0
168,0,agent_0,1,0.0
167,24,agent_2,1,0.0
167,24,agent_1,1,0.0
167,24,agent_0,1,0.0
167,2,agent_2,0,0.0
167,2,agent_1,0,0.0
167,1,agent_2,0,0.0
168,0,agent_2,0,0.0
166,11,agent_2,1,0.0
166,17,agent_2,0,0.0
166,17,agent_0,1,0.0
166,16,agent_2,0,0.0
166,16,agent_0,1,0.0
166,15,agent_2,1,0.0
166,15,agent_1,1,0.0
166,15,agent_0,1,0.0
167,8,agent_0,1,0.0
166,21,agent_2,1,0.0
166,21,agent_1,1,0.0
166,21,agent_0,1,0.0
166,20,agent_2,1,0.0
166,20,agent_0,1,0.0
166,19,agent_0,1,0.0
166,18,agent_2,1,0.0
166,18,agent_0,1,0.0
166,14,agent_1,1,0.0
167,7,agent_1,1,0.0
167,7,agent_0,1,0.0
167,6,agent_1,1,0.0
167,13,agent_0,1,0.0
167,12,agent_1,1,0.0
167,12,agent_0,0,0.0
167,11,agent_2,1,0.0
167,11,agent_1,1,0.0
166,12,agent_0,1,0.0
167,10,agent_0,1,0.0
167,9,agent_2,1,0.0
166,14,agent_0,1,0.0
166,13,agent_2,1,0.0
166,13,agent_1,1,0.0
166,13,agent_0,1,0.0
166,12,agent_2,0,0.0
166,12,agent_1,1,0.0
167,10,agent_2,1,0.0
164,24,agent_1,1,0.0
164,24,agent_0,0,0.0
164,23,agent_2,0,0.0
164,22,agent_2,1,0.0
164,22,agent_1,1,0.0
164,22,agent_0,0,0.0
164,21,agent_2,0,0.0
33,13,agent_1,0,0.0
164,1,agent_0,1,0.0
164,0,agent_2,1,0.0
164,0,agent_1,1,0.0
164,0,agent_0,1,0.0
163,24,agent_2,1,0.0
163,24,agent_1,1,0.0
163,24,agent_0,1,0.0
163,23,agent_2,1,0.0
164,20,agent_2,1,0.0
164,11,agent_2,1,0.0
164,11,agent_1,1,0.0
164,17,agent_2,0,0.0
164,17,agent_0,1,0.0
164,16,agent_2,1,0.0
164,16,agent_1,1,0.0
164,16,agent_0,0,0.0
164,15,agent_2,0,0.0
164,18,agent_0,1,0.0
164,14,agent_2,1,0.0
164,20,agent_1,1,0.0
164,20,agent_0,0,0.0
164,19,agent_2,0,0.0
164,19,agent_1,0,0.0
164,19,agent_0,0,0.0
164,18,agent_2,1,0.0
164,18,agent_1,1,0.0
164,15,agent_0,1,0.0
164,9,agent_2,1,0.0
164,9,agent_1,1,0.0
164,8,agent_2,1,0.0
164,8,agent_1,1,0.0
164,8,agent_0,1,0.0
163,12,agent_2,0,0.0
163,12,agent_1,1,0.0
163,11,agent_2,1,0.0
164,4,agent_2,1,0.0
163,10,agent_2,1,0.0
34,3,agent_0,0,0.0
34,2,agent_2,0,0.0
34,2,agent_1,0,0.0
163,16,agent_0,0,0.0
163,15,agent_2,0,0.0
163,15,agent_1,1,0.0
163,15,agent_0,1,0.0
163,11,agent_0,1,0.0
164,4,agent_1,1,0.0
164,4,agent_0,1,0.0
164,3,agent_2,1,0.0
164,3,agent_0,1,0.0
164,2,agent_2,1,0.0
164,2,agent_0,1,0.0
164,1,agent_2,1,0.0
164,7,agent_2,1,0.0
164,10,agent_1,1,0.0
164,7,agent_0,1,0.0
164,6,agent_2,1,0.0
164,6,agent_0,1,0.0
164,5,agent_2,1,0.0
164,5,agent_1,1,0.0
164,5,agent_0,1,0.0
164,11,agent_0,0,0.0
164,10,agent_2,1,0.0
164,7,agent_1,1,0.0
165,18,agent_1,1,0.0
165,18,agent_0,1,0.0
165,17,agent_2,0,0.0
165,17,agent_1,1,0.0
165,17,agent_0,1,0.0
165,16,agent_1,1,0.0
165,16,agent_0,1,0.0
164,12,agent_1,1,0.0
165,21,agent_0,1,0.0
165,20,agent_2,1,0.0
165,20,agent_1,1,0.0
165,20,agent_0,1,0.0
165,19,agent_2,0,0.0
165,19,agent_1,1,0.0
165,19,agent_0,1,0.0
165,2,agent_1,1,0.0
165,21,agent_1,1,0.0
33,13,agent_0,1,0.0
165,13,agent_0,1,0.0
165,12,agent_2,1,0.0
165,12,agent_1,1,0.0
165,12,agent_0,1,0.0
165,11,agent_2,0,0.0
165,11,agent_1,1,0.0
165,11,agent_0,1,0.0
165,18,agent_2,1,0.0
165,15,agent_2,1,0.0
165,15,agent_1,1,0.0
165,15,agent_0,1,0.0
165,14,agent_2,1,0.0
165,14,agent_1,1,0.0
165,14,agent_0,1,0.0
165,13,agent_2,0,0.0
165,13,agent_1,1,0.0
165,10,agent_2,1,0.0
165,6,agent_1,1,0.0
165,6,agent_0,1,0.0
165,5,agent_2,0,0.0
165,5,agent_1,1,0.0
165,10,agent_1,1,0.0
165,10,agent_0,1,0.0
165,9,agent_2,0,0.0
165,9,agent_1,1,0.0
165,2,agent_0,1,0.0
165,8,agent_2,1,0.0
165,8,agent_1,1,0.0
165,8,agent_0,1,0.0
164,14,agent_1,1,0.0
164,14,agent_0,0,0.0
164,13,agent_1,1,0.0
164,13,agent_0,0,0.0
164,12,agent_2,1,0.0
165,9,agent_0,1,0.0
165,1,agent_2,1,0.0
165,1,agent_1,1,0.0
165,1,agent_0,1,0.0
165,0,agent_2,0,0.0
165,0,agent_0,1,0.0
164,24,agent_2,1,0.0
165,5,agent_0,1,0.0
165,4,agent_2,0,0.0
165,6,agent_2,1,0.0
165,4,agent_0,1,0.0
165,3,agent_2,1,0.0
165,3,agent_1,1,0.0
165,3,agent_0,1,0.0
165,2,agent_2,1,0.0
165,7,agent_2,1,0.0
165,7,agent_1,1,0.0
165,7,agent_0,1,0.0
165,4,agent_1,1,0.0
170,5,agent_2,1,0.0
32,16,agent_1,1,0.0
32,16,agent_0,1,0.0
32,15,agent_2,1,0.0
32,15,agent_0,1,0.0
32,14,agent_1,1,0.0
32,14,agent_0,1,0.0
167,23,agent_1,1,0.0
32,13,agent_0,1,0.0
32,20,agent_0,1,0.0
32,19,agent_2,1,0.0
32,19,agent_0,1,0.0
32,18,agent_0,1,0.0
32,17,agent_2,0,0.0
32,17,agent_1,1,0.0
32,17,agent_0,1,0.0
32,13,agent_1,1,0.0
170,16,agent_1,1,0.0
170,15,agent_2,1,0.0
170,15,agent_0,1,0.0
170,5,agent_1,1,0.0
170,4,agent_0,0,0.0
170,3,agent_2,0,0.0
170,3,agent_0,0,0.0
170,2,agent_2,0,0.0
32,10,agent_2,1,0.0
