bound_type,game,repeat,Bhat,true_loss,covered,ratio_L
empirical_bernstein,1,0,0.4646812262753233,0.37859862157451374,1,1.2273716801788916
hoeffding,1,0,0.5312509456093986,0.37859862157451374,1,1.4032035917089059
clipped_empirical_bernstein,1,0,0.4589052940631323,0.37859862157451374,1,1.2121155966037056
naive_plugin,1,0,0.40320041555983627,0.37859862157451374,1,1.0649812032674835
empirical_bernstein,1,1,0.4066614821431446,0.37859862157451374,1,1.0741229866393154
hoeffding,1,1,0.47681837639022356,0.37859862157451374,1,1.2594297739575333
clipped_empirical_bernstein,1,1,0.3922456049343526,0.37859862157451374,1,1.0360460460819532
naive_plugin,1,1,0.34876784634066127,0.37859862157451374,0,0.9212073855161109
empirical_bernstein,1,2,0.4634611165927314,0.37859862157451374,1,1.22414898043023
hoeffding,1,2,0.5284571319039506,0.37859862157451374,1,1.395824236512553
clipped_empirical_bernstein,1,2,0.4572072828325115,0.37859862157451374,1,1.2076306060784916
naive_plugin,1,2,0.40040660185438837,0.37859862157451374,1,1.0576018480711307
empirical_bernstein,1,3,0.46027208081647775,0.37859862157451374,1,1.2157257173898333
hoeffding,1,3,0.5269333526234441,0.37859862157451374,1,1.3917994482706693
clipped_empirical_bernstein,1,3,0.45331233951280114,0.37859862157451374,1,1.1973428155326304
naive_plugin,1,3,0.3988828225738818,0.37859862157451374,1,1.0535770598292467
empirical_bernstein,1,4,0.4590578222194828,0.37859862157451374,1,1.2125184722288629
hoeffding,1,4,0.5250130064996819,0.37859862157451374,1,1.386727200210769
clipped_empirical_bernstein,1,4,0.4529558224291327,0.37859862157451374,1,1.1964011399338503
naive_plugin,1,4,0.3969624764501195,0.37859862157451374,1,1.0485048117693463
empirical_bernstein,1,5,0.4640610119036859,0.37859862157451374,1,1.2257334957368617
hoeffding,1,5,0.5301427282169244,0.37859862157451374,1,1.400276435271132
clipped_empirical_bernstein,1,5,0.4586833562155523,0.37859862157451374,1,1.2115293877932851
naive_plugin,1,5,0.4020921981673621,0.37859862157451374,1,1.0620540468297095
empirical_bernstein,1,6,0.44125483827323003,0.37859862157451374,1,1.1654950998979923
hoeffding,1,6,0.508191180037582,0.37859862157451374,1,1.3422953784779235
clipped_empirical_bernstein,1,6,0.43420313813500716,0.37859862157451374,1,1.1468693053589198
naive_plugin,1,6,0.38014064998801966,0.37859862157451374,1,1.0040729900365009
empirical_bernstein,1,7,0.4493373886343342,0.37859862157451374,1,1.1868436994451603
hoeffding,1,7,0.516649899804978,0.37859862157451374,1,1.3646375616908941
clipped_empirical_bernstein,1,7,0.4439658286687377,0.37859862157451374,1,1.1726556922536464
naive_plugin,1,7,0.38859936975541576,0.37859862157451374,1,1.026415173249472
empirical_bernstein,1,8,0.4440603723514438,0.37859862157451374,1,1.1729054123458984
hoeffding,1,8,0.511194613590086,0.37859862157451374,1,1.3502284067071688
clipped_empirical_bernstein,1,8,0.437345558826825,0.37859862157451374,1,1.1551694430581783
naive_plugin,1,8,0.38314408354052365,0.37859862157451374,1,1.0120060182657462
empirical_bernstein,1,9,0.46018478520272893,0.37859862157451374,1,1.2154951417649518
hoeffding,1,9,0.52676843659731,0.37859862157451374,1,1.3913638523209315
clipped_empirical_bernstein,1,9,0.45530022080178945,0.37859862157451374,1,1.2025934455553207
naive_plugin,1,9,0.39871790654774764,0.37859862157451374,1,1.053141463879509
empirical_bernstein,1,10,0.4288859700070024,0.37859862157451374,1,1.132824964399907
hoeffding,1,10,0.4971490387744467,0.37859862157451374,1,1.3131295531581868
clipped_empirical_bernstein,1,10,0.42280339374937753,0.37859862157451374,1,1.1167589358646506
naive_plugin,1,10,0.3690985087248844,0.37859862157451374,0,0.9749071647167644
empirical_bernstein,1,11,0.4464774841984087,0.37859862157451374,1,1.1792897774999833
hoeffding,1,11,0.5130273463879915,0.37859862157451374,1,1.3550692399629358
clipped_empirical_bernstein,1,11,0.44017827285287564,0.37859862157451374,1,1.1626515464379263
naive_plugin,1,11,0.38497681633842923,0.37859862157451374,1,1.0168468515215134
empirical_bernstein,1,12,0.4322787641578272,0.37859862157451374,1,1.1417864184504127
hoeffding,1,12,0.49945257744078214,0.37859862157451374,1,1.3192139352321508
clipped_empirical_bernstein,1,12,0.4259700848884302,0.37859862157451374,1,1.1251231795744747
naive_plugin,1,12,0.37140204739121985,0.37859862157451374,0,0.9809915467907283
empirical_bernstein,1,13,0.41647276746547207,0.37859862157451374,1,1.1000377279067937
hoeffding,1,13,0.4851039023574075,0.37859862157451374,1,1.281314496972969
clipped_empirical_bernstein,1,13,0.4114382364293056,0.37859862157451374,1,1.0867399218682272
naive_plugin,1,13,0.35705337230784523,0.37859862157451374,0,0.9430921085315466
empirical_bernstein,1,14,0.46027136447136874,0.37859862157451374,1,1.2157238252933802
hoeffding,1,14,0.5262654316189963,0.37859862157451374,1,1.3900352553592685
clipped_empirical_bernstein,1,14,0.4530149403894116,0.37859862157451374,1,1.1965572893673402
naive_plugin,1,14,0.39821490156943407,0.37859862157451374,1,1.0518128669178464
empirical_bernstein,1,15,0.43307556272287423,0.37859862157451374,1,1.1438910182023434
hoeffding,1,15,0.5012212151542563,0.37859862157451374,1,1.323885472878323
clipped_empirical_bernstein,1,15,0.4281834177874612,0.37859862157451374,1,1.130969299377622
naive_plugin,1,15,0.3731706851046941,0.37859862157451374,0,0.9856630844369005
empirical_bernstein,1,16,0.45451724788576864,0.37859862157451374,1,1.2005253637626174
hoeffding,1,16,0.5207470855397753,0.37859862157451374,1,1.375459539113205
