eta,game,true_loss,cert_failure_only,cert_success_inclusive,viol_failure_only,viol_success_inclusive
0.1,22,0.4324057939251242,0.38205348094392083,0.4409528469266625,1,0
0.1,23,0.4940659372336418,0.44269803678055397,0.4999326289237811,1,0
0.1,24,0.5737416046858643,0.5024010879979677,0.586592517162907,1,0
0.1,25,0.442370329971588,0.3271582963617741,0.4519063374336424,1,0
0.1,26,0.5437898470319835,0.4314937741605904,0.5489234223909457,1,0
0.1,27,0.35354044042351623,0.30256051999952077,0.3619496394700033,1,0
0.1,28,0.5333077634010802,0.40367714396487525,0.5447848732916181,1,0
0.1,29,0.5321262800335017,0.5074665921346468,0.5425465532579352,1,0
0.1,30,0.44737018980765053,0.3525832360377841,0.4548086541895915,1,0
0.1,31,0.561695155304784,0.3765909628889915,0.5698341835773997,1,0
0.1,32,0.472287068379546,0.3894805686207603,0.4842921348282582,1,0
0.1,33,0.702099936085966,0.5760948776573689,0.7100980416852803,1,0
0.1,34,0.4994427826096135,0.4129418792981938,0.5128251046757171,1,0
0.1,35,0.5402676182483341,0.3537385885397983,0.5475978635711313,1,0
0.1,36,0.5489755052032373,0.4751804465958626,0.5580740465220528,1,0
0.1,37,0.5892937062363416,0.4494113783360622,0.5992488540140326,1,0
0.1,38,0.4358650430532885,0.39309691920979045,0.44219542874291023,1,0
0.1,39,0.47923916278033313,0.39799400282394126,0.48497752432051777,1,0
0.1,40,0.43636939323579454,0.382494333647516,0.44598701920183415,1,0
0.1,41,0.4794827990236613,0.3768012619596803,0.49343452885719374,1,0
0.1,42,0.5769415616768258,0.43347236517240767,0.588695715081501,1,0
0.1,43,0.36627669330816853,0.2959569152145615,0.36996976983914354,1,0
0.1,44,0.4370011485534001,0.4028302850016474,0.44426483961081,1,0
0.1,45,0.5360260560946395,0.4335653388469926,0.5429691478195589,1,0
0.1,46,0.5877934471275247,0.5106560423702685,0.5961637875540469,1,0
0.1,47,0.5028803447659326,0.4192974192299668,0.5093250386769508,1,0
0.1,48,0.45281177246794135,0.3998842441015376,0.46117063262305047,1,0
0.1,49,0.4552665136789673,0.36097263105497146,0.4621848603309872,1,0
0.1,50,0.5737641062632227,0.4669429269651896,0.5857459054924391,1,0
0.1,51,0.5978716019824247,0.4431491044046502,0.6074328307609292,1,0
0.1,52,0.42789334890668124,0.3614910839268865,0.43709368920820363,1,0
0.1,53,0.6331620650456234,0.5111263845263596,0.6470677299919592,1,0
0.1,54,0.4236307710803989,0.3529606271863354,0.43393172779979383,1,0
0.1,55,0.3830921034302203,0.3756709401638913,0.3908835292889009,1,0
0.1,56,0.4885037046229426,0.38334706542105845,0.4962453721917093,1,0
0.1,57,0.4876434123678735,0.41059138216321844,0.4933816996508314,1,0
0.1,58,0.4702700045251684,0.3960061468730004,0.47904924880786276,1,0
0.1,59,0.5699990336788406,0.48143276257563516,0.5737160472535032,1,0
0.1,60,0.55832355322088,0.42962197074500563,0.5630244633564401,1,0
0.1,61,0.6229508294154655,0.5508728394021719,0.6371751286701007,1,0
0.1,62,0.40034585567723346,0.2756242458036156,0.4050838777130127,1,0
0.1,63,0.5158181083119732,0.4188493240957455,0.5285664313527625,1,0
0.1,64,0.4319087982684481,0.34196665845645347,0.4361146687899093,1,0
0.1,65,0.5954059767223249,0.5115154539117258,0.6036853967910916,1,0
0.1,66,0.4951645871882457,0.4583523763641703,0.5076926126221258,1,0
0.1,67,0.5140745110020866,0.494554012139494,0.5260295526651583,1,0
0.1,68,0.5198389376484389,0.4257395032572,0.5263110167831667,1,0
0.1,69,0.5922934734193306,0.4692842654098832,0.5978561701585825,1,0
