m_F,Bhat,Bhat_capped,true_loss,Rmax,C2_exact,covered,Xbar,ratio_L,ratio_Rmax,ratio_XC2,jensen_pop_bound,game,K,repeat
248,0.5261109696923196,0.5261109696923196,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.31334291492921584,1.6923883675942741,0.13177125618741206,0.9821427829460893,4.517120289687063,0,25,15
276,0.5239595773200942,0.5239595773200942,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.31269718961077786,1.6854677906920008,0.13123241230889354,0.9801188199615977,4.517120289687063,0,25,16
266,0.5016607158078429,0.5016607158078429,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2940507216834629,1.6137370418425707,0.12564737576282628,0.921673286235759,4.517120289687063,0,25,17
271,0.5565588854901962,0.5565588854901962,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3411703273246144,1.7903329106323176,0.13939732814580735,1.0693650909991663,4.517120289687063,0,25,18
278,0.5550037959554841,0.5550037959554841,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3388825846625216,1.7853305145776346,0.13900783597917804,1.0621943849204287,4.517120289687063,0,25,19
243,0.4739755570775447,0.4739755570775447,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.26685300738555245,1.524679707384103,0.1187132718307741,0.8364247054074461,3.1940863882730643,0,50,0
257,0.4966433731039003,0.4966433731039003,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2894443372476572,1.5975973053277583,0.12439071777827994,0.9072350238288245,3.1940863882730643,0,50,1
268,0.5230863244728189,0.5230863244728189,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.311188512476085,1.6826587198954694,0.13101369490651357,0.9753900187376442,3.1940863882730643,0,50,2
300,0.5405082615680765,0.5405082615680765,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.32772506720088906,1.7387014283343687,0.13537724303325716,1.027222235468724,3.1940863882730643,0,50,3
273,0.5118121892402292,0.5118121892402292,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.29982579806075527,1.646392197390763,0.12818994279411433,0.9397746994628664,3.1940863882730643,0,50,4
287,0.5382675661455081,0.5382675661455081,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3247799528298715,1.731493582296309,0.13481603205767553,1.0179910619312622,3.1940863882730643,0,50,5
293,0.5909426988093175,0.5909426988093175,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3731969922675308,1.900938408420826,0.14800919623938424,1.1697495462935312,3.1940863882730643,0,50,6
239,0.4777651127622032,0.4777651127622032,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.27003629095972104,1.5368699112166089,0.1196624147715716,0.8464023970656307,3.1940863882730643,0,50,7
273,0.5053114808144287,0.5053114808144287,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2968793446802062,1.6254807852463233,0.12656175679396917,0.9305393289307224,3.1940863882730643,0,50,8
292,0.5376016808234197,0.5376016808234197,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.32501815954634955,1.7293515692264938,0.13464925251795284,1.0187376976338471,3.1940863882730643,0,50,9
284,0.5672922995404746,0.5672922995404746,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3515644403547564,1.8248600467874283,0.14208564968643583,1.1019444237726106,3.1940863882730643,0,50,10
276,0.5056556305311231,0.5056556305311231,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2964797586530348,1.6265878425228235,0.1266479535149991,0.9292868655302299,3.1940863882730643,0,50,11
288,0.5494691035109099,0.5494691035109099,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3327572410672875,1.7675265727269502,0.13762160110089935,1.0429950932865866,3.1940863882730643,0,50,12
241,0.4944542742551582,0.4944542742551582,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.28700145745789113,1.5905554346188246,0.12384242982795292,0.899578055565586,3.1940863882730643,0,50,13
275,0.5584992598634613,0.5584992598634613,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.34263456904739176,1.7965746870013075,0.13988331985358057,1.073954613761598,3.1940863882730643,0,50,14
284,0.5572528914834192,0.5572528914834192,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.34167588838808177,1.7925653819884237,0.13957115086914282,1.0709497228072136,3.1940863882730643,0,50,15
248,0.5198424106133915,0.5198424106133915,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.30765401260318015,1.6722237310862011,0.13020121497576725,0.9643114738716098,3.1940863882730643,0,50,16
279,0.5218259688101754,0.5218259688101754,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3113461250004382,1.6786044207354713,0.13069802262732394,0.9758840398114266,3.1940863882730643,0,50,17
253,0.512823294019934,0.512823294019934,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.30211618226576575,1.649644708868697,0.12844318698523377,0.9469536852000513,3.1940863882730643,0,50,18
283,0.5593611851034106,0.5593611851034106,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.34472031821534727,1.7993473192668525,0.14009920011107488,1.080492190948579,3.1940863882730643,0,50,19
268,0.5562033082286978,0.5562033082286978,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3418036023834247,1.7891890933469778,0.13930826924926556,1.0713500298600653,2.2585601448435315,0,100,0
276,0.5256307722369731,0.5256307722369731,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3140767529678212,1.6908436733483962,0.1316509845611694,0.9844429266516854,2.2585601448435315,0,100,1
262,0.5075064453568563,0.5075064453568563,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2977873647106487,1.6325415246585024,0.1271115138826907,0.933385429088663,2.2585601448435315,0,100,2
293,0.49555578267700034,0.49555578267700034,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2885981920383982,1.5940987556049333,0.12411831677349987,0.9045828642585789,2.2585601448435315,0,100,3
307,0.5934683344464651,0.5934683344464651,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3755926127291875,1.9090628472166753,0.14864177415497734,1.1772583848055673,2.2585601448435315,0,100,4
278,0.5510077804209236,0.5510077804209236,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3361524618190545,1.7724761728189533,0.1380069825146677,1.0536370813417817,2.2585601448435315,0,100,5
