game,true_loss,C0,Cstar,Ctilde,delta_r,r_C0,r_Cstar,r_Ctilde,slack_Ctilde,true_over_range,usable
50,0.4609519669783966,3.6729961917957197,0.977192220323925,0.4691872544508712,0.9908723556640214,7.968284018555586,2.119943704177149,1.01786582564439,0.01786582564439,0.11629953251382592,True
51,0.34652489092947136,2.4607903008281946,0.6712767474907649,0.3493985543787399,0.9828007230744961,7.101337783348563,1.937167473569426,1.0082928052918814,0.008292805291881379,0.08814729242501912,True
52,0.4652967981306939,3.3324249550044356,0.8140938087971428,0.4729349769802943,0.9955878781066153,7.1619339922223455,1.7496226324095137,1.0164157133259597,0.016415713325959643,0.11683971057773021,True
53,0.3364760244314404,3.064261634969724,0.6451466530947562,0.34541702400885704,0.9968307408271188,9.10692415647609,1.9173629211320218,1.0265724715231186,0.026572471523118632,0.0843864486342611,True
54,0.3509624484856177,3.0170177509207194,0.747514271418957,0.3589077516702368,0.9785742395680995,8.596411849583832,2.129898154758257,1.0226386133869951,0.022638613386995184,0.08966168183635137,True
55,0.3953779995680533,2.8417333762796098,0.7901802794620809,0.40261385781671677,0.9873735961203989,7.187383666729501,1.9985438752923665,1.0183011150255417,0.018301115025541555,0.10010851037580346,True
56,0.35121432146834175,2.7748649627243314,0.7053264494442151,0.3563979493141042,0.9899508375670582,7.900773952278755,2.0082508210240873,1.0147591585220412,0.014759158522041299,0.08869488972086224,True
57,0.30188696508136964,2.2602774136002353,0.6291144360178358,0.30787488172886707,0.9620999070448893,7.487164651150166,2.08394037764521,1.0198349625525682,0.019834962552568187,0.0784448067375409,True
58,0.3438473568788143,2.7580672678897127,0.6700195037773018,0.35016152797120703,0.9808203927883485,8.021196652274304,1.9485957660376716,1.018363296870181,0.018363296870180998,0.08764279357541183,True
59,0.40911642299533757,2.552847578324118,0.846581737775207,0.41642703347641347,0.995181214325645,6.239904914189209,2.0692929694119244,1.0178692667176532,0.017869266717653157,0.1027743533303538,True
60,0.3286116215340205,3.4602249303355315,0.6701075789913771,0.33491243367242046,0.9987371238972408,10.529831276759337,2.039208400065675,1.0191740392776938,0.019174039277693764,0.0822567855122183,True
61,0.5252202175401421,3.762458544379454,1.1005539328811014,0.5448550319196216,0.9962067161352879,7.163582852923769,2.095414258871303,1.0373839652849592,0.037383965284959304,0.1318050282720679,True
62,0.2980056865312906,2.9666618144422996,0.6085287003158439,0.3053565198534715,0.9420566665707968,9.955051022594496,2.0420036523428835,1.0246667552144482,0.024666755214448086,0.07908380066351749,True
63,0.45160758430828024,3.2931896525826434,0.8161905480548673,0.4575242180817295,0.9828727148031369,7.292148686180208,1.807300356359189,1.01310127194279,0.013101271942790028,0.11486929525730459,True
64,0.26070951003114046,2.2991199715117348,0.5843131635354751,0.26508872718725324,0.9799471703309253,8.818703894756721,2.241242229582196,1.0167973049989227,0.016797304998922763,0.06651111353867668,True
65,0.4260469740421788,3.3206098292551913,0.8954993489667339,0.44249327886563783,0.9966646414239378,7.793999327704297,2.101879378394738,1.0386020927866768,0.03860209278667675,0.10686818723534833,True
66,0.37820006060042954,3.4217442013534405,0.7894155448482267,0.3857141392746834,0.9876041843252074,9.047444878567939,2.0872961881469623,1.019867999656913,0.01986799965691312,0.09573675025962941,True
67,0.2795066641127008,2.7309640925212864,0.5747801436473158,0.2877138400848138,0.9910802693807115,9.770658245987743,2.056409443660194,1.0293630779722795,0.02936307797227965,0.0705055566002121,True
