n,game,seed,replenish,true_loss,C0,Cstar,Ctilde,r_C0,r_Cstar,r_Ctilde,chain_violation,naive,drift_rate,naive_violation,joint_violation,usable
3,59,1367752507,False,0.03177680693577578,15.556071739759867,0.067183835961243,0.03389496626121144,489.5416890438457,2.1142412482484,1.0666573998361975,0,0.03327337150978218,1.0,0,0,True
3,60,176283768,True,0.990104734269516,20.76210152826893,1.6405619364440316,0.9965221056702467,20.96960130544865,1.656957975920005,1.0064815076411744,0,1.153522607123049,1.0,0,0,True
3,61,497074429,True,0.4312803651462067,6.406677679017138,0.7304174648794811,0.43949307259626696,14.85501821267758,1.693602407871884,1.0190426184769068,0,0.45740307432320454,1.0,0,0,True
3,62,55205954,True,0.8119872726746244,13.881869627812062,1.3571943345682997,0.8234360413298145,17.096166522519788,1.6714477926455726,1.0140996897863666,0,0.9200503631504079,1.0,0,0,True
3,63,2028429922,False,0.028374408832635645,12.617531001168846,0.04591896826857788,0.028824823724069644,444.6799605797048,1.6183233469083893,1.0158739832815809,0,0.030487112481896252,1.0,0,0,True
3,64,1759114058,False,0.04937004571733139,14.473709890214034,0.08700640466149986,0.051119907607936214,293.1678445890729,1.7623318633257048,1.035443797249524,0,0.056895756160078415,1.0,0,0,True
3,65,89514544,True,0.7271278009286455,14.467498610236422,1.2257207416930769,0.7385185909615213,19.896775493605624,1.685701935928811,1.015665458009346,0,0.8230696708974055,1.0,0,0,True
3,66,2020595745,False,0.06176174468455464,13.084044761192153,0.10137614750754537,0.0629760811610652,211.84707180825814,1.6414067968014752,1.0196616284516045,0,0.06950824551067343,1.0,0,0,True
3,67,1274239749,True,0.8337530776867803,10.88428155183626,1.3094664908457865,0.8378988685675685,13.054562367594889,1.5705687042005974,1.0049724444703587,0,0.9107141508179042,1.0,0,0,True
3,68,1696194209,False,0.0035344103383891934,10.27051942532361,0.007763448689614457,0.0037613567015320148,2905.865036034383,2.19653292807893,1.0642105305877563,0,0.003769484875100417,1.0,0,0,True
3,69,1846657788,True,0.6392485963564267,12.180035562518752,1.1401628683932596,0.6572177877516204,19.053675881249042,1.7835985481891266,1.028109864452756,0,0.6935982884679702,1.0,0,0,True
3,70,243444659,False,0.036402661171221595,17.534622913742165,0.05854671550251444,0.0365086993533312,481.68519414740746,1.6083086680706464,1.002912923909899,0,0.03739604644044316,1.0,0,0,True
3,71,219536274,False,0.003976527609462099,8.369333900029217,0.011280198991725804,0.00490108133021727,2104.6839660095625,2.8366957555845222,1.23250277919741,0,0.005048998476083199,1.0,0,0,True
3,72,235553101,False,0.0217597091666355,13.156071593911248,0.03809176788015993,0.02228681971711086,604.6069592733187,1.750564200488793,1.0242241542126669,0,0.023308229719479205,1.0,0,0,True
3,73,555678127,True,0.7498922103160153,11.102495089458046,1.1704232509716685,0.751917524553995,14.805454619643664,1.5607886505160995,1.0027008071428376,0,0.8171474080613338,1.0,0,0,True
3,74,1125662723,False,0.030046545932926882,18.00253806495748,0.07200358261229622,0.03418129975259338,599.1549945589311,2.3964013292253403,1.137611618616547,0,0.035489627137291195,1.0,0,0,True
3,75,2041104819,True,0.79516485442372,13.886868256024279,1.273287593876053,0.7988805417253848,17.46413737826543,1.6012875654556478,1.0046728515237984,0,0.8570924371604619,1.0,0,0,True
3,76,1362392981,True,0.5641156372062595,7.929402155658827,1.0744191792338629,0.5766605965797719,14.056341701372787,1.904608041987355,1.0222382762435738,0,0.6040172630513981,1.0,0,0,True
3,77,1686949518,False,0.015594331862025967,7.933361218357117,0.028965571321413287,0.01601678073410269,508.73364043738127,1.8574422795213088,1.0270898988051829,0,0.017151333188948917,1.0,0,0,True
3,78,79354822,True,0.7526968671436816,12.121101049898744,1.3530327751949958,0.766613104149335,16.10356250836495,1.7975799212895045,1.0184885012986205,0,0.7988472122143743,1.0,0,0,True
3,79,875830024,False,0.04226410883518028,10.607903439575832,0.0785695302072094,0.04403340619876117,250.9908225190331,1.8590130579497468,1.0418628811145816,0,0.04883258687452265,1.0,0,0,True
4,0,1023419372,False,0.3567656507549306,19.126346911833835,0.628363793543698,0.36231648094741153,53.61039346518284,1.7612788456905946,1.015558757354401,0,0.4094466184520364,1.0,0,0,True
