part,game,mono_consistent,cstar_min,cstar_max,loss_min,loss_max,cstar_N1,cstar_Nlast,loss_N1,loss_Nlast,spearman_rho,has_reversal
c,48,,,,,,,,,,0.9999999999999999,0.0
c,49,,,,,,,,,,0.9999999999999999,0.0
c,50,,,,,,,,,,0.9999999999999999,0.0
c,51,,,,,,,,,,0.9999999999999999,0.0
c,52,,,,,,,,,,0.9999999999999999,0.0
c,53,,,,,,,,,,0.9999999999999999,0.0
c,54,,,,,,,,,,0.9999999999999999,0.0
c,55,,,,,,,,,,0.9999999999999999,0.0
c,56,,,,,,,,,,0.9999999999999999,0.0
c,57,,,,,,,,,,0.9999999999999999,0.0
c,58,,,,,,,,,,0.9999999999999999,0.0
c,59,,,,,,,,,,0.9999999999999999,0.0
