game,unit_t,unit_s,unit_i,alpha_star,margin,delta_ctilde,T_fail,T_occ,identity_resid,cert_rise,occ_dominates
11,2,2,1,0.7951093065657442,0.12844263989907756,-1.3965711367136535e-05,-1.269302850532866e-05,-1.2726828618210584e-06,1.318322079106593e-17,0,0
12,0,2,1,0.7951678125874996,0.12850114592083295,-8.55846658720516e-06,-6.308969932405176e-06,-2.249496654931173e-06,1.3118846287074604e-16,0,0
12,3,1,1,0.6858133008786974,0.019146634212030778,-0.00023284040429538688,-0.0002328404042954325,0.0,4.56178064073276e-17,0,0
12,2,0,0,0.8909853911704816,0.22431872450381496,-0.0012302289359799046,-0.0013496518442341165,0.0001194229082541231,8.890457814381136e-17,0,0
12,3,1,1,0.7315708836614087,0.06490421699474203,-1.0320808665587045e-05,-1.0320808665584678e-05,0.0,2.366610054628515e-18,0,0
12,0,0,1,0.6373270421492232,-0.02933962451744343,4.439036602577051e-06,0.0,4.439036602118074e-06,4.589775079639515e-16,1,1
12,1,3,1,0.8634798559158761,0.19681318924920943,-0.0016497271061223229,-0.001781312924070219,0.00013158581794783472,6.136584296267955e-17,0,0
12,1,1,1,0.6598815026948884,-0.006785163971778196,-8.025673788719656e-05,-7.715474660836633e-05,-3.1019912790368548e-06,2.06621829021425e-16,0,0
12,2,0,1,0.726333805598862,0.05966713893219533,-4.947982060021783e-06,-5.933320144039538e-06,9.8533808395134e-07,6.641500636126244e-17,0,0
12,0,3,1,0.7483292402579285,0.08166257359126183,-0.0008243327882254681,-0.0008412210693188657,1.6888281093208122e-05,1.8951853975046618e-16,0,0
12,0,2,1,0.6715959871820165,0.004929320515349889,-0.0024120520399728562,-0.0026496373363448034,0.00023758529637178625,1.6089560239684886e-16,0,0
12,3,2,1,0.5615927016505955,-0.10507396501607114,-2.0956717399489566e-05,-2.0956717399537332e-05,0.0,4.7765881961564505e-17,0,0
12,0,3,1,0.7426586484053774,0.0759919817387108,-1.1872009015090335e-05,-1.6423494350123152e-05,4.551485334789494e-06,2.4332376662595384e-16,0,0
13,2,3,1,0.8629088962829925,0.19624222961632587,-6.590015128588034e-05,-7.387105508390124e-05,7.97090379808037e-06,5.946848916082992e-17,0,0
13,2,3,1,0.8685794881355435,0.2019128214688769,-4.4696304906111095e-05,-4.697738125661902e-05,2.281076350507928e-06,0.0,0,0
13,3,2,1,0.7223694061679695,0.05570273950130289,-5.070235153481484e-05,-5.070235153484811e-05,0.0,3.327145416814892e-17,0,0
13,3,1,1,0.5800099729280942,-0.08665669373857243,-1.751726818688404e-05,-1.7517268186878797e-05,0.0,5.2414398776096105e-18,0,0
13,0,0,1,0.5552727379964835,-0.11139392867018316,-6.82225269643677e-06,-6.620469234781391e-06,-2.0178346156084765e-07,9.453141801242168e-17,0,0
13,0,2,1,0.6517020998060942,-0.014964566860572459,-0.00024316492277137725,-0.00026888314157526153,2.5718218804105253e-05,2.209604027525458e-16,0,0
13,0,1,0,0.7058087556054371,0.03914208893877047,-0.013900078982209463,-0.014291226476986952,0.0003911474947777214,2.3245294578089215e-16,0,0
13,3,0,1,0.8969121378722862,0.23024547120561956,-0.0011380362096505836,-0.0011380362096505647,0.0,1.8865117801247777e-17,0,0
13,2,3,1,0.5643370708367641,-0.10232959582990253,-0.0025507269197353466,-0.002482913874361647,-6.781304537368475e-05,1.474514954580286e-17,0,0
13,3,3,0,0.5506142928150051,-0.11605237385166156,-0.0007543536323031397,-0.0008566758527751869,0.00010232222047208594,3.870601755773251e-17,0,0
13,3,2,1,0.7166988143154185,0.05003214764875186,-0.0036557541597359577,-0.0036557541597359274,0.0,3.0357660829594124e-17,0,0
13,0,3,1,0.6425259123073253,-0.024140754359341376,-3.931564842130086e-06,-4.167971222575629e-06,2.364063807251861e-07,2.79643692371271e-16,0,0
14,2,1,1,0.7719872926180221,0.1053206259513555,-2.298473067430251e-06,0.0,-2.2984730674551353e-06,2.4884133924436835e-17,0,0
